"","dependent.var","independent.var","independent.var.value","dependent.var.value","numbers","se","min","max","repeat.var","repeat.var.value"
"1413","Have any children in your household ever faced any of these issues when attending school in Libya?",NA,"NA","Other (please specify)",0,NA,0,0,NA,NA
"1512","Have any children in your household ever faced any of these issues when attending school in Libya?",NA,"NA","Don't know",0.111111111111111,NA,0,0.367333792800463,NA,NA
"1611","Have any children in your household ever faced any of these issues when attending school in Libya?",NA,"NA","Prefer not to answer",0,NA,0,0,NA,NA
"1107","How often do your children have access to non-formal education?",NA,"NA","4. Few days per month",0.142857142857143,NA,-0.047361903495306,0.333076189209592,NA,NA
"284","How often do your children have access to non-formal education?",NA,"NA","Never",0.857142857142857,NA,0.666923810790408,1.04736190349531,NA,NA
"1108","What type of formal education do refugee and migrant children have access to in this baladiya?  ",NA,"NA","1. No access to education",0.0335570469798658,NA,0.00430454726805442,0.0628095466916771,NA,NA
"285","What type of formal education do refugee and migrant children have access to in this baladiya?  ",NA,"NA","2. Public school",0.167785234899329,NA,0.107086787498955,0.228483682299703,NA,NA
"367","What type of formal education do refugee and migrant children have access to in this baladiya?  ",NA,"NA","3. Private school",0.0335570469798658,NA,0.00430454726805446,0.0628095466916771,NA,NA
"458","What type of formal education do refugee and migrant children have access to in this baladiya?  ",NA,"NA","4. Koranic school",0.0335570469798658,NA,0.00430454726805446,0.0628095466916771,NA,NA
"543","What type of formal education do refugee and migrant children have access to in this baladiya?  ",NA,"NA","Other (please specify)",0,NA,0,0,NA,NA
"641","What type of formal education do refugee and migrant children have access to in this baladiya?  ",NA,"NA","Don't know",0.798657718120805,NA,0.733520254506233,0.863795181735378,NA,NA
"738","What type of formal education do refugee and migrant children have access to in this baladiya?  ",NA,"NA","Prefer not to answer",0,NA,0,0,NA,NA
"1109","What kinds of non-formal education do refugee and migrant children have access to in this location?",NA,"NA","1. No access to non formal education",0.0805369127516778,NA,0.0363343303805907,0.124739495122765,NA,NA
"286","What kinds of non-formal education do refugee and migrant children have access to in this location?",NA,"NA","1. Attending formal Libyan school unofficially",0.0469798657718121,NA,0.0126090430568748,0.0813506884867493,NA,NA
"368","What kinds of non-formal education do refugee and migrant children have access to in this location?",NA,"NA","2. Attending unofficial or unrecognised private school",0.0134228187919463,NA,0,0.0321154484067809,NA,NA
"459","What kinds of non-formal education do refugee and migrant children have access to in this location?",NA,"NA","3. Non formal education at NGO centre",0.0134228187919463,NA,0,0.0321154484067809,NA,NA
"544","What kinds of non-formal education do refugee and migrant children have access to in this location?",NA,"NA","4. Employer providing professional training",0,NA,0,0,NA,NA
"642","What kinds of non-formal education do refugee and migrant children have access to in this location?",NA,"NA","5. Non-formal education at home",0.00671140939597315,NA,0,0.0199739764672062,NA,NA
"739","What kinds of non-formal education do refugee and migrant children have access to in this location?",NA,"NA","6. Non formal education at faith-based organization",0.0134228187919463,NA,0,0.0321154484067809,NA,NA
"828","What kinds of non-formal education do refugee and migrant children have access to in this location?",NA,"NA","7. Non formal education at community centre",0,NA,0,0,NA,NA
"924","What kinds of non-formal education do refugee and migrant children have access to in this location?",NA,"NA","8. Non formal education at Museum/libraries",0,NA,0,0,NA,NA
"1022","What kinds of non-formal education do refugee and migrant children have access to in this location?",NA,"NA","9, Homeschooling/self-learning",0.0335570469798658,NA,0.00430454726805444,0.0628095466916771,NA,NA
"1123","What kinds of non-formal education do refugee and migrant children have access to in this location?",NA,"NA","Other (please specify)",0.0134228187919463,NA,0,0.0321154484067809,NA,NA
"1219","What kinds of non-formal education do refugee and migrant children have access to in this location?",NA,"NA","Don't know",0.818791946308725,NA,0.756223044426823,0.881360848190627,NA,NA
"1317","What kinds of non-formal education do refugee and migrant children have access to in this location?",NA,"NA","Prefer not to answer",0,NA,0,0,NA,NA
"1124","Do you feel like you are in danger in this baladiya?",NA,"NA","Don't know",0.0254777070063694,NA,0.000751252352384241,0.0502041616603546,NA,NA
"287","Do you feel like you are in danger in this baladiya?",NA,"NA","Prefer not to answer",0.00636942675159236,NA,-0.00611442028369463,0.0188532737868793,NA,NA
"369","Do you feel like you are in danger in this baladiya?",NA,"NA","No",0.840764331210191,NA,0.783346985854439,0.898181676565943,NA,NA
"460","Do you feel like you are in danger in this baladiya?",NA,"NA","Yes",0.127388535031847,NA,0.0750692957387064,0.179707774324988,NA,NA
"1125","Why do you feel in danger?",NA,"NA","1. I have no one who can help me",0.15,NA,0,0.321455930469842,NA,NA
"288","Why do you feel in danger?",NA,"NA","2. I am afraid of or affected by conflict in my area",0.15,NA,0,0.321455930469842,NA,NA
"370","Why do you feel in danger?",NA,"NA","3. I am afraid of being robbed",0.5,NA,0.25991367527459,0.74008632472541,NA,NA
"461","Why do you feel in danger?",NA,"NA","4. I was previously robbed",0.2,NA,0.00793094021967169,0.392069059780328,NA,NA
"545","Why do you feel in danger?",NA,"NA","5. I am afraid of being arrested because of lack of documents",0.35,NA,0.120972243120313,0.579027756879688,NA,NA
"643","Why do you feel in danger?",NA,"NA","6. I was previously arrested because lack of documents",0.1,NA,0,0.244051794835246,NA,NA
"740","Why do you feel in danger?",NA,"NA","7. I am afraid of being arrested for other reasons (not related to documents)",0,NA,0,0,NA,NA
"829","Why do you feel in danger?",NA,"NA","8. I was previously arrested for other reasons (not related to documents)",0.2,NA,0.00793094021967169,0.392069059780328,NA,NA
"925","Why do you feel in danger?",NA,"NA","9. I was previously threatened",0,NA,0,0,NA,NA
"1023","Why do you feel in danger?",NA,"NA","10. I am afraid of being held captive or detained against my will",0.05,NA,0,0.154651202720415,NA,NA
"1126","Why do you feel in danger?",NA,"NA","11. I was previously held captive or detained against my will",0,NA,0,0,NA,NA
"1220","Why do you feel in danger?",NA,"NA","12. I am afraid of being kidnapped. ",0,NA,0,0,NA,NA
"1318","Why do you feel in danger?",NA,"NA","13. I was previously kidnapped",0,NA,0,0,NA,NA
"1414","Why do you feel in danger?",NA,"NA","14. I am afraid of being tortured",0,NA,0,0,NA,NA
"1513","Why do you feel in danger?",NA,"NA","15. I was previously tortured",0,NA,0,0,NA,NA
"1612","Why do you feel in danger?",NA,"NA","16. I am afraid of being physically harassed (not sexually)",0,NA,0,0,NA,NA
"1711","Why do you feel in danger?",NA,"NA","17. I previously suffered from physical harassment (not sexual)",0,NA,0,0,NA,NA
"1810","Why do you feel in danger?",NA,"NA","18. I previously suffered from verbal harassment",0.25,NA,0.0420791436865546,0.457920856313445,NA,NA
"1910","Why do you feel in danger?",NA,"NA","19. I am afraid of being sexually harassed",0,NA,0,0,NA,NA
"204","Why do you feel in danger?",NA,"NA","20. I previously suffered from sexual harassment",0,NA,0,0,NA,NA
"2111","Why do you feel in danger?",NA,"NA","21. I am afraid of or affected by enviromental hazards",0,NA,0,0,NA,NA
"2211","Why do you feel in danger?",NA,"NA","22. I am afraid of or affected by mine/ UXO risks",0,NA,0,0,NA,NA
"2311","Why do you feel in danger?",NA,"NA","Other (please specify)",0,NA,0,0,NA,NA
"2410","Why do you feel in danger?",NA,"NA","Don't know",0,NA,0,0,NA,NA
"2510","Why do you feel in danger?",NA,"NA","Prefer not to answer",0,NA,0,0,NA,NA
"1127","You said that you feel in danger in this baladiya. How do you try to avoid these risks?",NA,"NA","1. There is nothing I can do to avoid the risk",0,NA,0,0,NA,NA
"289","You said that you feel in danger in this baladiya. How do you try to avoid these risks?",NA,"NA","2. I avoid walking/staying alone",0.692307692307692,NA,0.402014267602573,0.982601117012812,NA,NA
"371","You said that you feel in danger in this baladiya. How do you try to avoid these risks?",NA,"NA","3. I avoid walking out at night time",0.769230769230769,NA,0.504230340886734,1,NA,NA
"462","You said that you feel in danger in this baladiya. How do you try to avoid these risks?",NA,"NA","4. I am cautious not to be noticed by strangers",0.0769230769230769,NA,0,0.244524063820556,NA,NA
"546","You said that you feel in danger in this baladiya. How do you try to avoid these risks?",NA,"NA","5. I avoid taking always the same streets/routines",0.0769230769230769,NA,0,0.244524063820556,NA,NA
"644","You said that you feel in danger in this baladiya. How do you try to avoid these risks?",NA,"NA","6. I always carry my belongings/savings with me",0,NA,0,0,NA,NA
"741","You said that you feel in danger in this baladiya. How do you try to avoid these risks?",NA,"NA","7. I hand my belongings/savings to a friend in Libya",0.153846153846154,NA,0,0.380778962881155,NA,NA
"830","You said that you feel in danger in this baladiya. How do you try to avoid these risks?",NA,"NA","8. I use a cashier",0,NA,0,0,NA,NA
"926","You said that you feel in danger in this baladiya. How do you try to avoid these risks?",NA,"NA","9. I carry a weapon to defend myself",0,NA,0,0,NA,NA
"1024","You said that you feel in danger in this baladiya. How do you try to avoid these risks?",NA,"NA","10. I lock up the house",0.230769230769231,NA,0,0.495769659113266,NA,NA
"1128","You said that you feel in danger in this baladiya. How do you try to avoid these risks?",NA,"NA","11. I move to another location",0.0769230769230769,NA,0,0.244524063820556,NA,NA
"1221","You said that you feel in danger in this baladiya. How do you try to avoid these risks?",NA,"NA","12. I stay inside/hidden until the situation improved",0,NA,0,0,NA,NA
"1319","You said that you feel in danger in this baladiya. How do you try to avoid these risks?",NA,"NA","13. I seek protection by a Libyan",0.307692307692308,NA,0.0173988829871882,0.597985732397427,NA,NA
"1415","You said that you feel in danger in this baladiya. How do you try to avoid these risks?",NA,"NA","14. I seek protection by other refugees or migrants",0,NA,0,0,NA,NA
"1514","You said that you feel in danger in this baladiya. How do you try to avoid these risks?",NA,"NA","Other (please specify)",0,NA,0,0,NA,NA
"1613","You said that you feel in danger in this baladiya. How do you try to avoid these risks?",NA,"NA","Don't know",0,NA,0,0,NA,NA
"1712","You said that you feel in danger in this baladiya. How do you try to avoid these risks?",NA,"NA","Prefer not to answer",0,NA,0,0,NA,NA
"1129","What would make you feel safer/less vulnerable to the dangers in Libya?",NA,"NA","1. Having a shelter",0.35,NA,0.120972243120313,0.579027756879688,NA,NA
"290","What would make you feel safer/less vulnerable to the dangers in Libya?",NA,"NA","2. Being with family or friends",0.2,NA,0.00793094021967169,0.392069059780328,NA,NA
"372","What would make you feel safer/less vulnerable to the dangers in Libya?",NA,"NA","4. Having a phone to communicate and ask for help",0.25,NA,0.0420791436865545,0.457920856313445,NA,NA
"463","What would make you feel safer/less vulnerable to the dangers in Libya?",NA,"NA","5. Having more economic resources",0.15,NA,0,0.321455930469842,NA,NA
"547","What would make you feel safer/less vulnerable to the dangers in Libya?",NA,"NA","6. Being able to speak Arabic",0.35,NA,0.120972243120313,0.579027756879688,NA,NA
"645","What would make you feel safer/less vulnerable to the dangers in Libya?",NA,"NA","7. Having the support of a Libyan person",0.7,NA,0.479957248724412,0.920042751275588,NA,NA
"742","What would make you feel safer/less vulnerable to the dangers in Libya?",NA,"NA","8. Having official or ID documents",0.55,NA,0.311117123077116,0.788882876922884,NA,NA
"831","What would make you feel safer/less vulnerable to the dangers in Libya?",NA,"NA","9. Having a job",0.05,NA,0,0.154651202720416,NA,NA
"927","What would make you feel safer/less vulnerable to the dangers in Libya?",NA,"NA","10. Knowing other migrants who speak my language",0.15,NA,0,0.321455930469842,NA,NA
"1025","What would make you feel safer/less vulnerable to the dangers in Libya?",NA,"NA","11. Being a man",0.25,NA,0.0420791436865546,0.457920856313445,NA,NA
"1130","What would make you feel safer/less vulnerable to the dangers in Libya?",NA,"NA","12. Being a woman ",0,NA,0,0,NA,NA
"1222","What would make you feel safer/less vulnerable to the dangers in Libya?",NA,"NA","Other (please specify)",0,NA,0,0,NA,NA
"1320","What would make you feel safer/less vulnerable to the dangers in Libya?",NA,"NA","Don't know",0,NA,0,0,NA,NA
"1416","What would make you feel safer/less vulnerable to the dangers in Libya?",NA,"NA","Prefer not to answer",0,NA,0,0,NA,NA
"1131","Which documents would have made you feel safer/less vulnerable to the dangers in Libya?",NA,"NA","1. Property documents",0,NA,0,0,NA,NA
"292","Which documents would have made you feel safer/less vulnerable to the dangers in Libya?",NA,"NA","2. Family book",0,NA,0,0,NA,NA
"373","Which documents would have made you feel safer/less vulnerable to the dangers in Libya?",NA,"NA","3. Certificate of nationality",0.0909090909090909,NA,0,0.293467168362389,NA,NA
"464","Which documents would have made you feel safer/less vulnerable to the dangers in Libya?",NA,"NA","4. Passport",0.727272727272727,NA,0.413471103026162,1,NA,NA
"548","Which documents would have made you feel safer/less vulnerable to the dangers in Libya?",NA,"NA","5. National ID card",0,NA,0,0,NA,NA
"646","Which documents would have made you feel safer/less vulnerable to the dangers in Libya?",NA,"NA","6. Residence Certificate",0.818181818181818,NA,0.546421639835474,1,NA,NA
"743","Which documents would have made you feel safer/less vulnerable to the dangers in Libya?",NA,"NA","7. Birth certificate",0,NA,0,0,NA,NA
"832","Which documents would have made you feel safer/less vulnerable to the dangers in Libya?",NA,"NA","8. Refugee card",0.0909090909090909,NA,0,0.293467168362389,NA,NA
"928","Which documents would have made you feel safer/less vulnerable to the dangers in Libya?",NA,"NA","Other (please specify)",0,NA,0,0,NA,NA
"1026","Which documents would have made you feel safer/less vulnerable to the dangers in Libya?",NA,"NA","Don't know",0,NA,0,0,NA,NA
"1132","Which documents would have made you feel safer/less vulnerable to the dangers in Libya?",NA,"NA","Prefer not to answer",0,NA,0,0,NA,NA
"1133","What do you think are the safety and security concerns for refugee and migrant children (under 18) in your baladiya?",NA,"NA","1. None",0.43312101910828,NA,0.354756797297378,0.511485240919183,NA,NA
"293","What do you think are the safety and security concerns for refugee and migrant children (under 18) in your baladiya?",NA,"NA","2. Being robbed",0.375796178343949,NA,0.299199945758746,0.452392410929152,NA,NA
"374","What do you think are the safety and security concerns for refugee and migrant children (under 18) in your baladiya?",NA,"NA","3. Being threatened with violence",0.121019108280255,NA,0.0694387078633305,0.172599508697179,NA,NA
"465","What do you think are the safety and security concerns for refugee and migrant children (under 18) in your baladiya?",NA,"NA","4. Being kidnapped ",0,NA,0,0,NA,NA
"549","What do you think are the safety and security concerns for refugee and migrant children (under 18) in your baladiya?",NA,"NA","5.Suffering from torture ",0,NA,0,0,NA,NA
"647","What do you think are the safety and security concerns for refugee and migrant children (under 18) in your baladiya?",NA,"NA","6.Suffering from physical harassment (not sexual) ",0.0955414012738854,NA,0.0490515488823149,0.142031253665456,NA,NA
"744","What do you think are the safety and security concerns for refugee and migrant children (under 18) in your baladiya?",NA,"NA","7. Suffering from verbal harassment ",0.280254777070064,NA,0.209226067347157,0.351283486792971,NA,NA
"833","What do you think are the safety and security concerns for refugee and migrant children (under 18) in your baladiya?",NA,"NA","8. Suffering from sexual harrassment",0,NA,0,0,NA,NA
"929","What do you think are the safety and security concerns for refugee and migrant children (under 18) in your baladiya?",NA,"NA","9. Being killed",0,NA,0,0,NA,NA
"1027","What do you think are the safety and security concerns for refugee and migrant children (under 18) in your baladiya?",NA,"NA","10. Being arrested or detained ",0.165605095541401,NA,0.106816824560139,0.224393366522664,NA,NA
"1134","What do you think are the safety and security concerns for refugee and migrant children (under 18) in your baladiya?",NA,"NA","11. Being exploited",0.0127388535031847,NA,0,0.030474589375561,NA,NA
"1223","What do you think are the safety and security concerns for refugee and migrant children (under 18) in your baladiya?",NA,"NA","Other (please specify)",0,NA,0,0,NA,NA
"1321","What do you think are the safety and security concerns for refugee and migrant children (under 18) in your baladiya?",NA,"NA","Don't know",0.0191082802547771,NA,0,0.0407598482560923,NA,NA
"1417","What do you think are the safety and security concerns for refugee and migrant children (under 18) in your baladiya?",NA,"NA","Prefer not to answer",0,NA,0,0,NA,NA
"1135","Are girls and boys affected differently by the dangerous situations you mentioned?",NA,"NA","2. Boys are more affected",0.569767441860465,NA,0.464513328069367,0.675021555651564,NA,NA
"294","Are girls and boys affected differently by the dangerous situations you mentioned?",NA,"NA","3. Girls are more affected",0.0465116279069767,NA,0.00174265830972704,0.0912805975042265,NA,NA
"375","Are girls and boys affected differently by the dangerous situations you mentioned?",NA,"NA","No",0.383720930232558,NA,0.280341274480788,0.487100585984328,NA,NA
"1136","Have you been able to move freely around this baladiya during all of the last year?",NA,"NA","Don't know",0.0191082802547771,NA,-0.00237532318315285,0.040591883692707,NA,NA
"295","Have you been able to move freely around this baladiya during all of the last year?",NA,"NA","No",0.133757961783439,NA,0.0803427147823001,0.187173208784579,NA,NA
"376","Have you been able to move freely around this baladiya during all of the last year?",NA,"NA","Yes",0.847133757961783,NA,0.790663784872663,0.903603731050904,NA,NA
"1137","Why were you unable to move freely around this baladiya?",NA,"NA","1. Conflict or insecurity",0,NA,0,0,NA,NA
"296","Why were you unable to move freely around this baladiya?",NA,"NA","2. Lack of money to travel",0.125,NA,0,0.267653926600234,NA,NA
"377","Why were you unable to move freely around this baladiya?",NA,"NA","3. Lack of means of  transportation",0,NA,0,0,NA,NA
"466","Why were you unable to move freely around this baladiya?",NA,"NA","4. I was kidnapped",0,NA,0,0,NA,NA
"550","Why were you unable to move freely around this baladiya?",NA,"NA","5. I was arrested or detained",0.208333333333333,NA,0.033157070011683,0.383509596654984,NA,NA
"648","Why were you unable to move freely around this baladiya?",NA,"NA","6. I was afraid of being arrested",0.666666666666667,NA,0.463328716870067,0.870004616463266,NA,NA
"745","Why were you unable to move freely around this baladiya?",NA,"NA","Other (please specify)",0,NA,0,0,NA,NA
"834","Why were you unable to move freely around this baladiya?",NA,"NA","Don't know",0,NA,0,0,NA,NA
"930","Why were you unable to move freely around this baladiya?",NA,"NA","Prefer not to answer",0,NA,0,0,NA,NA
"1138","How long were you unable to move freely for?",NA,"NA","4. one to less than three months",0.285714285714286,NA,0.0877280250929032,0.483700546335668,NA,NA
"297","How long were you unable to move freely for?",NA,"NA","5. three to less than six months",0.619047619047619,NA,0.406218783880766,0.831876454214472,NA,NA
"378","How long were you unable to move freely for?",NA,"NA","6. six months to a year",0.0952380952380952,NA,-0.0334106624535291,0.22388685292972,NA,NA
"dependent.var19","Are you aware of the presence of any explosive hazards in your neighborhood?",NA,"NA","No",1,NA,NA,NA,NA,NA
"dependent.var20","What course of action did you take?",NA,"NA",NA,NA,NA,NA,NA,NA,NA
"1139","Have you received any form of information on the risk of explosive hazards? ",NA,"NA","Don't know",0.0127388535031847,NA,-0.00485929533014018,0.0303370023365096,NA,NA
"298","Have you received any form of information on the risk of explosive hazards? ",NA,"NA","No",0.923566878980892,NA,0.881874107668622,0.965259650293162,NA,NA
"379","Have you received any form of information on the risk of explosive hazards? ",NA,"NA","Yes",0.0636942675159236,NA,0.025372563976571,0.102015971055276,NA,NA
"1140","From what source? 
",NA,"NA","1. Training session                      ",0,NA,0,0,NA,NA
"299","From what source? 
",NA,"NA","2. Presentation/briefing",0,NA,0,0,NA,NA
"380","From what source? 
",NA,"NA","3. Community representative (i.e.m a focal point going around talking to people)",0.1,NA,0,0.32621571627982,NA,NA
"467","From what source? 
",NA,"NA","4. Social media ",0.5,NA,0.122973806200299,0.877026193799701,NA,NA
"551","From what source? 
",NA,"NA","5. Conventional media (TV/radio/newspaper)",0.6,NA,0.23059128221082,0.96940871778918,NA,NA
"649","From what source? 
",NA,"NA","6. Posters, flyers, or other printed material ",0.2,NA,0,0.501620955039761,NA,NA
"746","From what source? 
",NA,"NA","7. School",0,NA,0,0,NA,NA
"835","From what source? 
",NA,"NA","Other (please specify)",0,NA,0,0,NA,NA
"931","From what source? 
",NA,"NA","Don't know",0,NA,0,0,NA,NA
"1028","From what source? 
",NA,"NA","Prefer not to answer",0,NA,0,0,NA,NA
"1141","Have you been harmed as a result of being exposed to an explosive hazards in the past? (Do not include being harmed by a household or work-related explosion, such as from a gas cylinder. This question relates only to weapons-related explosions.)",NA,"NA","No",0.993630573248408,NA,0.981146726213121,1.00611442028369,NA,NA
"2100","Have you been harmed as a result of being exposed to an explosive hazards in the past? (Do not include being harmed by a household or work-related explosion, such as from a gas cylinder. This question relates only to weapons-related explosions.)",NA,"NA","Yes",0.00636942675159236,NA,-0.00611442028369463,0.0188532737868793,NA,NA
"1142","explosive_hazards_injured_assistance.yes_financial_support",NA,"NA",NA,NA,NA,NA,NA,NA,NA
"1143","explosive_hazards_injured_assistance_source.public_hospital_source",NA,"NA",NA,NA,NA,NA,NA,NA,NA
"1144","Which of the following services have you needed to access during the past year in Libya?",NA,"NA","None",0.318471337579618,NA,0.244792077375707,0.392150597783528,NA,NA
"2101","Which of the following services have you needed to access during the past year in Libya?",NA,"NA","2. Public hospital, ",0.089171974522293,NA,0.0441006415788261,0.13424330746576,NA,NA
"381","Which of the following services have you needed to access during the past year in Libya?",NA,"NA","3. Private hospital or clinic, ",0.178343949044586,NA,0.117803974170924,0.238883923918248,NA,NA
"468","Which of the following services have you needed to access during the past year in Libya?",NA,"NA","4. Mental health and psychosocial support",0,NA,0,0,NA,NA
"552","Which of the following services have you needed to access during the past year in Libya?",NA,"NA","5. Sexual and reproductive health services",0,NA,0,0,NA,NA
"650","Which of the following services have you needed to access during the past year in Libya?",NA,"NA","6. Gender-based violence assistance",0.0127388535031847,NA,0,0.030474589375561,NA,NA
"747","Which of the following services have you needed to access during the past year in Libya?",NA,"NA","7. Public education, ",0.0127388535031847,NA,0,0.030474589375561,NA,NA
"836","Which of the following services have you needed to access during the past year in Libya?",NA,"NA","8. Private education",0,NA,0,0,NA,NA
"932","Which of the following services have you needed to access during the past year in Libya?",NA,"NA","9. Banking, ",0.10828025477707,NA,0.0591378002942565,0.157422709259884,NA,NA
"1029","Which of the following services have you needed to access during the past year in Libya?",NA,"NA","10. Police assistance, ",0.0955414012738854,NA,0.0490515488823149,0.142031253665456,NA,NA
"1145","Which of the following services have you needed to access during the past year in Libya?",NA,"NA","11. Rental accommodation, ",0.273885350318471,NA,0.203358413926172,0.344412286710771,NA,NA
"1224","Which of the following services have you needed to access during the past year in Libya?",NA,"NA","12. Legal services (solicitor/lawyer)",0.0318471337579618,NA,0.00407717967257632,0.0596170878433472,NA,NA
"1322","Which of the following services have you needed to access during the past year in Libya?",NA,"NA","13. Assistance from humanitarian organisations",0.114649681528662,NA,0.0642634337252027,0.165035929332122,NA,NA
"1418","Which of the following services have you needed to access during the past year in Libya?",NA,"NA","14. Transport",0.229299363057325,NA,0.162816103943869,0.295782622170781,NA,NA
"1515","Which of the following services have you needed to access during the past year in Libya?",NA,"NA","15. Information on available basic services",0.0636942675159236,NA,0.0250729546386047,0.102315580393242,NA,NA
"1614","Which of the following services have you needed to access during the past year in Libya?",NA,"NA","Other (please specify)",0.0828025477707006,NA,0.0392191296446056,0.126385965896796,NA,NA
"1713","Which of the following services have you needed to access during the past year in Libya?",NA,"NA","Don't know",0.00636942675159236,NA,0,0.0189508758452449,NA,NA
"1811","Which of the following services have you needed to access during the past year in Libya?",NA,"NA","Prefer not to answer",0,NA,0,0,NA,NA
"1146","Have you encountered any refugee or migrant children under 18 that were working in this baladiya within the last year?",NA,"NA","Don't know",0.0254777070063694,NA,0.000751252352384237,0.0502041616603546,NA,NA
"2102","Have you encountered any refugee or migrant children under 18 that were working in this baladiya within the last year?",NA,"NA","No",0.401273885350318,NA,0.32435723887705,0.478190531823587,NA,NA
"382","Have you encountered any refugee or migrant children under 18 that were working in this baladiya within the last year?",NA,"NA","4. Yes, I encountered both boys and girls working",0.101910828025478,NA,0.0544368431507768,0.149384812900179,NA,NA
"469","Have you encountered any refugee or migrant children under 18 that were working in this baladiya within the last year?",NA,"NA","2. Yes, I encountered boys working",0.452229299363057,NA,0.374126870598847,0.530331728127268,NA,NA
"553","Have you encountered any refugee or migrant children under 18 that were working in this baladiya within the last year?",NA,"NA","3. Yes, I encounter girls working",0.0191082802547771,NA,-0.00237532318315287,0.040591883692707,NA,NA
"1147","How many refugee or migrant children under 18 that were working in this baladiya did you encounter within the last year?",NA,"NA","1. 1-10; ",0.566666666666667,NA,0.463716282911804,0.669617050421529,NA,NA
"2103","How many refugee or migrant children under 18 that were working in this baladiya did you encounter within the last year?",NA,"NA","2. 11-20; ",0.277777777777778,NA,0.184723303275492,0.370832252280064,NA,NA
"383","How many refugee or migrant children under 18 that were working in this baladiya did you encounter within the last year?",NA,"NA","3. 21-50; ",0.0333333333333333,NA,-0.00395996813735158,0.0706266348040182,NA,NA
"470","How many refugee or migrant children under 18 that were working in this baladiya did you encounter within the last year?",NA,"NA","Don't know",0.122222222222222,NA,0.054173422942994,0.19027102150145,NA,NA
"1148","Have you encountered any UASC (refugee or migrant children unaccompanied by their parents, relatives or legal guardian) in this baladiya within the last year?",NA,"NA","Don't know",0.146496815286624,NA,0.091008382776512,0.201985247796736,NA,NA
"2104","Have you encountered any UASC (refugee or migrant children unaccompanied by their parents, relatives or legal guardian) in this baladiya within the last year?",NA,"NA","No",0.560509554140127,NA,0.482624877548573,0.638394230731682,NA,NA
"384","Have you encountered any UASC (refugee or migrant children unaccompanied by their parents, relatives or legal guardian) in this baladiya within the last year?",NA,"NA","Yes",0.292993630573248,NA,0.221572528941077,0.36441473220542,NA,NA
"1149","What are your migration intentions for the next 6 months?",NA,"NA","Don't know",0.0127388535031847,NA,-0.00485929533014017,0.0303370023365096,NA,NA
"2105","What are your migration intentions for the next 6 months?",NA,"NA","Prefer not to answer",0.00636942675159236,NA,-0.00611442028369461,0.0188532737868793,NA,NA
"385","What are your migration intentions for the next 6 months?",NA,"NA","3. Leave Libya",0.222929936305732,NA,0.157616869469135,0.28824300314233,NA,NA
"471","What are your migration intentions for the next 6 months?",NA,"NA","2. Move to another location in Libya",0.121019108280255,NA,0.0698388488339402,0.172199367726569,NA,NA
"554","What are your migration intentions for the next 6 months?",NA,"NA","1. Stay in my current location in Libya",0.636942675159236,NA,0.561481499466438,0.712403850852033,NA,NA
"1150","Why do you have these migration intentions?",NA,"NA","1. For employment/economic reasons",0.753246753246753,NA,0.68438925414523,0.822104252348276,NA,NA
"2106","Why do you have these migration intentions?",NA,"NA","2. For security reasons",0.0844155844155844,NA,0.0400126486917314,0.128818520139437,NA,NA
"386","Why do you have these migration intentions?",NA,"NA","3. To be with family/friends",0.142857142857143,NA,0.0869678315334013,0.198746454180884,NA,NA
"472","Why do you have these migration intentions?",NA,"NA","4. I came to Libya with the plan to travel to another country",0.0844155844155844,NA,0.0400126486917314,0.128818520139437,NA,NA
"555","Why do you have these migration intentions?",NA,"NA","5. I came to Libya with the plan to return home after a short amount of time",0.038961038961039,NA,0.00805545634610914,0.0698666215759688,NA,NA
"651","Why do you have these migration intentions?",NA,"NA","Other (please specify)",0.0194805194805195,NA,0,0.0415544440014735,NA,NA
"748","Why do you have these migration intentions?",NA,"NA","Don't know",0.0194805194805195,NA,0,0.0415544440014735,NA,NA
"837","Why do you have these migration intentions?",NA,"NA","Prefer not to answer",0.0194805194805195,NA,0,0.0415544440014735,NA,NA
"1151","How long do you plan to stay in Libya for?",NA,"NA","1. Between 6 and 12 months",0.411764705882353,NA,0.322965887664087,0.500563524100618,NA,NA
"2107","How long do you plan to stay in Libya for?",NA,"NA","Don't know",0.243697478991597,NA,0.166236964070781,0.321157993912413,NA,NA
"387","How long do you plan to stay in Libya for?",NA,"NA","Prefer not to answer",0.0168067226890756,NA,-0.00638687152665462,0.0400003169048059,NA,NA
"473","How long do you plan to stay in Libya for?",NA,"NA","2. More than 1 year",0.327731092436975,NA,0.243040060826463,0.412422124047487,NA,NA
"1152","Where do you want to go after Libya?",NA,"NA","Don't know",0.0285714285714286,NA,-0.0274275424154301,0.0845703995582873,NA,NA
"2108","Where do you want to go after Libya?",NA,"NA","Prefer not to answer",0.0285714285714286,NA,-0.0274275424154301,0.0845703995582873,NA,NA
"388","Where do you want to go after Libya?",NA,"NA","1. Europe",0.628571428571429,NA,0.466157375376779,0.790985481766078,NA,NA
"474","Where do you want to go after Libya?",NA,"NA","2. Return to home country",0.314285714285714,NA,0.158243339345351,0.470328089226077,NA,NA
"1153","What are your top 3 priority needs?",NA,"NA","1. Access to cash",0.808917197452229,NA,0.746740041455752,0.871094353448707,NA,NA
"2109","What are your top 3 priority needs?",NA,"NA","2. Food",0.617834394904459,NA,0.540986874685901,0.694681915123017,NA,NA
