data,Libya,no,yes
I own this but need another / more,51.4,52.5,48.6
I own enough of this and do not need more,41.7,40.3,45.8
I do not own this object,6.7,7,5.6
Don't know,0.1,0.2,0
Prefer not to answer,0.1,0,0
2. Blankets,"","",""
I own this but need another / more,44,44.2,43.3
I own enough of this and do not need more,42.3,40.4,48.1
I do not own this object,13.6,15.2,8.6
Don't know,0.1,0.1,0
Prefer not to answer,0.1,0.1,0
"3. Bedding items (sheets, pillows)","","",""
I own enough of this and do not need more,42.3,40.2,49.1
I own this but need another / more,38.9,39.2,37.4
I do not own this object,18.5,20.4,13.3
Prefer not to answer,0.1,0.2,0
Don't know,0.1,0.1,0
Other (please specify),0.1,0,0.2
4. Clothing for cold weather,"","",""
I own this but need another / more,43.3,43.7,41.9
I own enough of this and do not need more,33,30.5,40.7
I do not own this object,23.6,25.7,17.2
Don't know,0.1,0.1,0
Prefer not to answer,0.1,0,0.2
5. Heating systems,"","",""
I do not own this object,62.9,68.6,45.8
I own this but need another / more,19.9,17.2,28.1
I own enough of this and do not need more,17,14,26
Don't know,0.1,0.1,0
Other (please specify),0.1,0.1,0
6. Gas/electric stove ,"","",""
I own this but need another / more,44.7,46.3,40.2
I own enough of this and do not need more,38.5,35.8,46.7
I do not own this object,16.5,17.8,12.6
Prefer not to answer,0.2,0.1,0.2
Don't know,0.1,0.1,0
Other (please specify),0.1,0,0.2
7. Cooking set/items                                   ,"","",""
I own this but need another / more,52.4,53.7,48.1
I own enough of this and do not need more,38.3,36.4,44
I do not own this object,9.2,9.8,7.7
Don't know,0.1,0.1,0.2
Prefer not to answer,0.1,0,0
8. Mosquito nets                                                     ,"","",""
I do not own this object,80.1,82.2,73.5
I own this but need another / more,10.1,9.8,11.2
I own enough of this and do not need more,9.7,7.9,15.3
Don't know,0.1,0.1,0
Other (please specify),0.1,0.1,0
"9. Water storage containers (water tank, jerry cans, etc.)","","",""
I own enough of this and do not need more,35.2,32.8,42.3
I own this but need another / more,33.5,33.9,32.1
I do not own this object,31.2,33.2,25.3
Don't know,0.1,0,0.2
10. Solar lamp,"","",""
I do not own this object,76.6,74.4,83.3
I own this but need another / more,13.9,16.1,7.2
I own enough of this and do not need more,9.4,9.4,9.3
Don't know,0.1,0.1,0
Other (please specify),0.1,0,0.2
11. Mobile phone (smart phone),"","",""
I own enough of this and do not need more,41.3,40.2,44.7
I do not own this object,31.5,32.4,28.6
I own this but need another / more,27.2,27.3,26.7
12. Mobile phone (non-smart phone),"","",""
I do not own this object,56.4,57.9,51.9
I own enough of this and do not need more,23.4,22.9,25.3
I own this but need another / more,20.1,19.2,22.6
Don't know,0.1,0.1,0
Prefer not to answer,0.1,0,0.2
Radio,"","",""
I do not own this object,69.1,69.8,67
I own enough of this and do not need more,19.8,18.3,24.7
I own this but need another / more,11.1,11.9,8.4
TV,"","",""
I do not own this object,42.7,49.5,22.1
I own enough of this and do not need more,34.2,27.1,55.8
I own this but need another / more,23,23.4,22.1
Other (please specify),0.1,0.1,0
15. Desktop or laptop computer,"","",""
I do not own this object,88,89.6,83.3
I own enough of this and do not need more,7.2,5.7,11.9
I own this but need another / more,4.5,4.6,4.4
Prefer not to answer,0.1,0,0.5
Don't know,0.1,0.1,0
16. Generator,"","",""
I do not own this object,93.1,93.6,91.4
I own enough of this and do not need more,3.7,3.2,5.3
I own this but need another / more,3,3,2.8
Other (please specify),0.1,0.1,0.2
Don't know,0.1,0,0.2
Prefer not to answer,0.1,0.1,0
17. Construction materials and equipment,"","",""
I do not own this object,74.2,73.1,77.2
I own enough of this and do not need more,13.6,15.2,9.1
I own this but need another / more,12.1,11.6,13.5
Don't know,0.1,0,0.2
Prefer not to answer,0.1,0.1,0
18. Carpets,"","",""
I do not own this object,39.4,45.2,21.9
I own this but need another / more,34.4,31.1,44.2
I own enough of this and do not need more,26.2,23.6,34
Prefer not to answer,0.1,0.1,0
Have you worked in any of the following types of jobs in the past 30 days?,"","",""
Did not work outside the home in the past 30 days,6,4,11
Permanent job with annual/monthly/weekly wage,0.315451895043732,32,0.313953488372093
Temporary job with weekly/daily/monthly wage,25,24,28
Daily labour,42,41,45
Other (please specify),2,1,4
Don't know,0,0,0
Prefer not to answer,1,1,0
Have you worked for the following types of institutions in the past 30 days?,"","",""
Libyan-owned business (private sector),25,20,40
Foreign-owned business (private sector),2,1,2
"Libyan non-profit sector (Libyan NGO, civil society organization, etc.)",0,0,0
"International non-profit sector (international NGO, UN agency, etc.)",1,0,2
Own business or family business,24,24,26
Informal or irregular labour,55,56,51
Other (please specify),2,2,3
Don't know,3,3,5
Prefer not to answer,1,1,1
1. Permanent full time  with annual/monthly/weekly wage,"","",""
Average,0.0467980295566502,0.0769230769230769,0.0352941176470588
2. Temporary job with weekly/daily/monthly wage,"","",""
Average,0.061576354679803,0.0307692307692308,0.0647058823529412
3. Daily labour,"","",""
Average,0.105911330049261,0.230769230769231,0.0823529411764706
type_jobs_minors_calc,"","",""
Average,0.214285714285714,0.338461538461538,0.182352941176471
1. Farming/ agriculture work,"","",""
Average,0.196969696969697,0.176470588235294,0.166666666666667
2. Factory work/manufacturing of products,"","",""
Average,0.0757575757575758,0.117647058823529,0.0625
3. Construction,"","",""
Average,0.318181818181818,0.294117647058824,0.333333333333333
4. Transporting goods or people,"","",""
Average,0.181818181818182,0,0.25
5. Oil production,"","",""
Average,0.0454545454545455,0.0588235294117647,0.0416666666666667
6. Mechanical work (repairing vehicles etc.),"","",""
Average,0.227272727272727,0.352941176470588,0.1875
"7, Domestic work/cleaning","","",""
Average,0.212121212121212,0.235294117647059,0.1875
8. Other harsh or dangerous labour,"","",""
Average,0,0,0
9. other Non harsh or dangerous labour,"","",""
Average,0.0606060606060606,0.0588235294117647,0.0625
type_sectors_minors_calc,"","",""
Average,1.26086956521739,1.1,1.29166666666667
1. Permanent full time  with annual/monthly/weekly wage,"","",""
Average,0.466529351184346,0.596802841918295,0.287469287469287
2. Temporary job with weekly/daily/monthly wage,"","",""
Average,0.281153450051493,0.339253996447602,0.201474201474201
3. Daily labour,"","",""
Average,0.520082389289392,0.742451154529307,0.213759213759214
type_jobs_adults_calc,"","",""
Average,1.26776519052523,1.6785079928952,0.702702702702703
1. Salaried work,"","",""
Average,916.617312072893,867.526850507983,1097.14893617021
2. Casual or daily labour,"","",""
Average,613.219417475728,579.164750957854,721.174089068826
3. Income from own business or commerce,"","",""
Average,182.327878787879,117.735247208931,389.06106870229
4. Support from family and friends in Libya,"","",""
Average,18.5414364640884,2.82605177993528,67.4641025641026
5. Support from family and friends in home country,"","",""
Average,2.67894413750767,1.47572815533981,6.12820512820513
6. Support/remittances from family and friends in Europe,"","",""
Average,4.41190914671578,2.67394822006472,9.44102564102564
7. Humanitarian assistance,"","",""
Average,8.68040621266428,5.39634630659253,18.4150485436893
Zakat,"","",""
Average,6.52867383512545,2.76886417791898,17.5800970873786
9. Other (please specify),"","",""
Average,2.97471402769416,1.73215717722534,6.76642335766423
incomes_group_calc,"","",""
Average,1107.85206718346,976.693998309383,1539.57458563536
No income,"","",""
Average,4.78589420654912,2.57048092868988,11.3456464379947
1. Cash,"","",""
Average,89.7486880466472,92.8057722308892,81.0279069767442
2. Transferred to bank account in Libya; ,"","",""
Average,0.169096209912536,0.0234009360374415,0.604651162790698
3. Transferred to bank account in country of origin;  ,"","",""
Average,0.724198250728863,0.765990639625585,0.604651162790698
4. Cheques,"","",""
Average,0.317784256559767,0.226209048361934,0.593023255813954
5. Phone top-up cards,"","",""
Average,0.414577259475219,0.301872074882995,0.753488372093023
6. Prepaid card or gift card,"","",""
Average,0.264139941690962,0.198907956318253,0.46046511627907
"7. Other in-kind (e.g., food)","","",""
Average,1.81749271137026,1.46567862714509,2.87906976744186
8. Other (please specify),"","",""
Average,0.287463556851312,0.210608424336973,0.518604651162791
income_modality_group_calc,"","",""
Average,98.6443148688047,98.6427457098284,98.6395348837209
Did you face any challenges obtaining enough money to meet your needs over the last 30 days?,"","",""
No,56.4,59.4,47.7
Yes,42.3,39.2,51.2
Don't know,0.9,0.9,0.9
Prefer not to answer,0.3,0.4,0.2
What were the main challenges to obtaining enough money to meet your  needs in the last 30 days?,"","",""
Lack of work opportunity,55,54,56
Salary or wages too low,37,37,39
Salary or wages not regularly paid,47,51,39
Unable to withdraw enough money from bank account,1,1,2
No currently functioning banks/financial institutions in my area,2,0,5
Other (please specify),2,1,1
Don't know,0,0,0
Prefer not to answer,0,0,1
"When buying items for domestic consumption in Libya, do you buy for your household, share a budget with other people or buy only for yourself?","","",""
I share nearly all expenses with other people (not family members or dependents),37,48.4,3.3
I buy for my household (family members or dependents),27.1,5.3,92.1
I buy only for myself,17.9,23.4,1.2
I share only certain types of expenses with other people (not family members or dependents),16,21.2,0.7
Other (please specify),0.8,0.9,0.7
Prefer not to answer,0.8,0.6,1.2
Don't know,0.4,0.2,0.9
1. Food items,"","",""
Average,266.039650145773,217.702808112325,411.783720930233
2. Rent,"","",""
Average,178.184742647059,106.935081148564,378.732394366197
3. Shelter maintenance,"","",""
Average,9.16384839650146,2.62246489859594,28.6953488372093
4. Water (from all sources combined),"","",""
Average,20.532361516035,12.2964118564743,45.1372093023256
"5. Non-food household items (hygiene items, blankets, lightbulbs, etc.)","","",""
Average,32.7807580174927,23.5795631825273,60.3488372093023
6. Utilities (electricity and gas connections),"","",""
Average,7.02215743440233,1.79797191887676,22.646511627907
"7. Fuel (for cooking, for vehicles, etc.)","","",""
Average,24.2192419825073,11.292511700468,62.893023255814
"8. Health-related expenditures (healthcare, medicine, etc.)","","",""
Average,31.068804664723,15.1747269890796,78.5441860465116
"9. Education-related expenditures (school fees, supplies, uniforms, etc.)","","",""
Average,99.4113300492611,5.69230769230769,117.620588235294
10. Transportation ,"","",""
Average,49.3877551020408,34.5226209048362,93.7837209302326
11. Mobile phone credit,"","",""
Average,54.6513119533528,49.4703588143526,70.3744186046512
"12. Productive assets (items used to help generate income, such as sewing machines, tools, etc.)","","",""
Average,25.1119533527697,4.61466458658346,86.3976744186047
13. Debt repayment,"","",""
Average,47.5644314868805,17.8354134165367,136.413953488372
14. All other expenditures (specify),"","",""
Average,4.89025102159953,1.87265625,13.906976744186
what is your total amount of debt (in LYD)?,"","",""
Average,1776.29045643154,752.857142857143,3883.24050632911
What was the primary reason for taking on debt?,"","",""
Accessing food,35.3,41.6,22.8
Paying for other basic needs,20.7,26.1,10.1
Paying for rent,10.4,6.2,19
Purchasing productive assets (for small business or income-generating activities),9.1,4.3,19
Paying for healthcare,7.5,4.3,12.7
Paying smuggler or connection house operator,5.8,3.7,10.1
Paying for release from captivity,2.9,3.7,1.3
"Purchasing non-productive assets (e.g. TV, household appliances, furniture, gold, etc.)",2.5,3.7,0
Other (please specify),1.7,2.5,0
Paying for shelter maintenance,1.7,0.6,3.8
Prefer not to answer,1.2,1.9,0
Paying for education,1.2,1.2,1.3
What percentage of your income would you estimate you send to family in your country of origin per month?,"","",""
Average,28.3763157894737,35.2139130434783,7.08943089430894
what percentage of your income would you estimate you save in Libya (do not spend/send) per month?,"","",""
Average,18.7764628533859,19.7576020851434,15.6856368563686
What was the payment modality most commonly used by your household in the past 30 days?,"","",""
Cash (LYD),98.4,98.4,98.4
Cash (foreign/non-LYD),0.8,0.9,0.5
Prefer not to answer,0.3,0.3,0.2
Bank transfers,0.1,0.1,0.2
Don't know,0.1,0.1,0.2
Other (please specify),0.1,0.1,0.2
Prepaid or gift card,0.1,0.2,0
Cheques ,0.1,0,0.2
Do you have access to a marketplace or grocery store where you can find fresh produce in your mahalla or close to your mahalla?,"","",""
Yes,84.8,81.7,93.7
No,14.8,17.9,5.8
Prefer not to answer,0.3,0.2,0.5
Don't know,0.1,0.2,0
What means of transport do you usually use to travel to the nearest marketplace or grocery store where you can find fresh produce?,"","",""
Walking,75.3,78.9,66
Car,12.9,9.2,22.6
Bicycle,6.3,7.6,3
Driven there by somebody I know,3,1.9,6
Public transport,2.1,2,2.2
Other (please specify),0.3,0.4,0.2
For how long do you have to travel using this means of transport to get to the nearest marketplace or grocery store where you can find fresh produce?,"","",""
Less than 15 minutes,66.9,68.3,63.5
15-29 minutes,21.9,19.3,28.5
30-59 minutes,8.7,9.4,6.7
1-2 hours,2.3,2.8,1.2
More than 2 hours,0.1,0.2,0
"In the last 30 days, did you face any barriers to consistently accessing marketplaces?","","",""
No barriers faced when accessing marketplace,76,78,72
Live too far from marketplace / no means of transport,7,8,4
Transportation too expensive,12,11,14
Damage to marketplace,0,0,0
Damage to roads leading to marketplace,0,0,1
Insecurity travelling to and from marketplace,7,6,10
Curfew prevented access to market,0,0,0
Marketplace never open at a time when we can visit,1,0,3
Presence of explosive hazards,0,0,0
Discriminatory practices from market vendors,3,2,8
lack of documents to travel,3,2,8
language barriers,4,1,10
Other (please specify),0,0,0
Don't know,0,0,0
Prefer not to answer,0,0,0
"In the last 30 days, did you face any barriers to regularly purchasing specific items on the market?","","",""
"No, no barrier faced when purchasing market items",35,37,27
"Yes, some items are too expensive",60,58,68
"Yes, some items are not available",14,11,21
"Yes, we have no means of payment (e.g., not enough hard cash, vendors do not accept prepaid cards)",5,4,11
"Yes, discriminatory practices from market vendors",4,2,10
Other (please specify),0,0,0
Don't know,0,0,0
Prefer not to answer,0,1,0
"Which items were too expensive to afford? (select category first, then list specific items)","","",""
Food items: fresh vegetables/fruits,59,63,50
Food items: fresh fish/meat/eggs,90,92,83
Food items: other,34,37,26
NFIs: Hygiene items for women,9,2,28
NFIs: Hygiene items for men,29,34,15
NFIs: Household items,23,19,32
NFIs: Fuel,21,18,28
Water,1,1,2
Medicine or health-related items,20,13,38
Other (please specify),1,0,1
Which items were not consistently available?,"","",""
Food items: fresh vegetables/fruits,16,14,20
Food items: fresh fish/meat/eggs,30,26,34
Food items: other,54,61,43
NFIs: Hygiene items for women,3,0,8
NFIs: Hygiene items for men,16,23,6
NFIs: Household items,5,5,7
NFIs: Fuel,66,66,67
Water,0,0,1
Medicine or health-related items,32,16,58
Other (please specify),1,0,3
What types of financial service providers do you have access to in or around your mahalla?,"","",""
Banks,3,1,11
Hawala,29,29,27
Financial services provided by local businesses (e.g. petrol stations),3,2,7
Financial services provided by members of the Libyan community,29,28,34
Financial services provided by other refugees or migrants,19,20,15
Financial services provided by an employer,42,42,41
Financial services provided by a smuggler,5,3,11
Other (please specify),1,1,1
Don't know,6,4,11
Prefer not to answer,1,1,0
"If you save part of your income, how do you store your salary/money?","","",""
In a safe place at home,53,49,66
Transfer back to home country,22,26,8
Carry it on me,23,26,13
Put it in a bank account,2,2,2
Give it to my employer,23,21,30
Give it to my smuggler,3,1,12
Ask refugee and migrant friends to store it,6,7,5
Ask Libyan friends to store it,10,5,26
Other (please specify),0,1,0
Don't know,0,0,0
Prefer not to answer,5,6,3
"If you transfer some of your money back to your home country (send remittances), how do you send it home?","","",""
Official money transfer agency,10,10,9
Unofficial money transfer agency,70,71,65
Hawala system,13,13,12
Through a person I know who travels regularly back home,17,13,49
Through bank account,0,0,0
Other (please specify),0,0,0
Don't know,0,0,1
Prefer not to answer,1,1,1
"If you transfer some of your money back to your home country (send remittances), what percent extra do you have to pay to transfer each unit of currency?","","",""
Average,9.71413390010627,9.03464755077658,15.2330097087379
"1. Sold non-productive household assets or goods (TV, household appliance, furniture, gold, etc.)","","",""
"No, had no need to use this coping strategy",54.6,56.2,50
Not applicable/This coping strategy is not available to me,35.5,36.9,30.9
Yes,8.9,6.1,17.2
"No, have already exhausted this coping strategy and cannot use it again",1.1,0.8,1.9
"2. Sold productive household assets or means of transport (sewing machine, wheelbarrow, car, etc.)","","",""
"No, had no need to use this coping strategy",49.4,49.8,48.6
Not applicable/This coping strategy is not available to me,45.1,47.3,38.4
Yes,4.8,2.7,11.2
"No, have already exhausted this coping strategy and cannot use it again",0.7,0.2,1.9
3. Spent savings,"","",""
"No, had no need to use this coping strategy",44.3,47.7,34.7
Yes,31.5,31,33
Not applicable/This coping strategy is not available to me,22.3,20,29.3
"No, have already exhausted this coping strategy and cannot use it again",1.8,1.4,3
4. Borrowed money,"","",""
"No, had no need to use this coping strategy",56.7,60.1,47.2
Not applicable/This coping strategy is not available to me,22.8,23,22.1
Yes,19.1,15.9,28.4
"No, have already exhausted this coping strategy and cannot use it again",1.4,1,2.3
5. Purchased food on credit or borrowed food,"","",""
"No, had no need to use this coping strategy",46.4,49.1,38.1
Not applicable/This coping strategy is not available to me,39,40.1,35.6
Yes,14.1,10.3,25.6
"No, have already exhausted this coping strategy and cannot use it again",0.6,0.5,0.7
"6. Reduced expenditures on essential non-food items (water, hygiene items, etc.)","","",""
"No, had no need to use this coping strategy",48.2,51.3,39.1
Yes,39.9,38.6,44
Not applicable/This coping strategy is not available to me,11.8,10.1,17
7. Reduced expenses on health or medicine,"","",""
"No, had no need to use this coping strategy",57.3,61.1,46.3
Yes,25.1,22.5,32.8
Not applicable/This coping strategy is not available to me,15.7,14.1,20.2
"No, have already exhausted this coping strategy and cannot use it again",1.9,2.3,0.7
8. Child or children dropped out of school,"","",""
Not applicable/This coping strategy is not available to me,60,63,50.7
"No, had no need to use this coping strategy",37.7,36,42.8
Yes,2.2,0.7,6.5
"No, have already exhausted this coping strategy and cannot use it again",0.2,0.2,0
9. Delayed or skipped paying rent,"","",""
"No, had no need to use this coping strategy",49.6,52.9,41
Not applicable/This coping strategy is not available to me,27.8,29.6,22.6
Yes,21.5,17,34.7
"No, have already exhausted this coping strategy and cannot use it again",1,0.5,1.7
10. Asked strangers for money or food,"","",""
"No, had no need to use this coping strategy",62.7,65.9,53.3
Not applicable/This coping strategy is not available to me,29,27.5,33.5
Yes,7.6,6.2,11.9
"No, have already exhausted this coping strategy and cannot use it again",0.8,0.5,1.4
11. Took an additional job,"","",""
"No, had no need to use this coping strategy",39.4,41.1,34.7
Yes,34.5,32.2,41.4
Not applicable/This coping strategy is not available to me,25.2,25.7,23.7
"No, have already exhausted this coping strategy and cannot use it again",0.8,0.9,0.2
"12. HH adult member accepted socially degrading, exploitative, high-risk, or illegal work","","",""
"No, had no need to use this coping strategy",50.4,51.6,47
Not applicable/This coping strategy is not available to me,47.8,47,50
Yes,1.7,1.3,2.8
"No, have already exhausted this coping strategy and cannot use it again",0.1,0,0.2
"13. HH minor member accepted socially degrading, exploitative, high-risk, or illegal work","","",""
Not applicable/This coping strategy is not available to me,50.2,35.4,52.9
"No, had no need to use this coping strategy",47.8,64.6,44.7
Yes,1.5,0,1.8
"No, have already exhausted this coping strategy and cannot use it again",0.5,0,0.6
"14. Child marriage (i.e., marriage of a household member aged 17 or younger)","","",""
Not applicable/This coping strategy is not available to me,53.9,36.9,57.1
"No, had no need to use this coping strategy",44.3,60,41.5
Yes,1,1.5,0.9
"No, have already exhausted this coping strategy and cannot use it again",0.7,1.5,0.6
What is the main reason why these coping strategies were used?,"","",""
Accessing food,79,76,85
Paying for healthcare,24,18,39
Paying for education,7,3,16
Paying for shelter,43,41,50
Paying for other basic needs,53,55,46
Paying smuggler(s),6,3,14
Paying a ransom,1,1,3
Sending money to family in country of origin,49,60,20
Other (please specify),1,0,1
Don't know,1,1,1
Prefer not to answer,0,0,1
What was the main source of drinking water you used over the past 30 days?,"","",""
Public network (connected to the shelter),43.4,44.8,39.1
Bottled water,39.8,37.9,45.6
"Protected well (e.g., in your house or in the mosque)",6.5,6.4,6.7
Water trucking,5.8,6.5,3.7
Tap accessible to the public  ,3.3,3.2,3.5
Unprotected well,0.9,1,0.5
Other (please specify),0.2,0.1,0.7
Prefer not to answer,0.1,0.1,0
Rainwater,0.1,0,0.2
"Surface water (lakes, ponds, rivers, etc.)",0.1,0.1,0
How far is the main source of drinking water from your dwelling?,"","",""
Up to 100m,34.4,32.1,40.2
500m or more,19.4,22.9,10.6
101-200m,16.6,14.9,20.7
201-300m,12.9,11.7,15.9
301-400m,9.9,10.7,7.7
401-500m,6.9,7.7,4.9
"In the last month, has there been any time when you did not have a sufficient quantity of drinking water to meet your daily needs?","","",""
No,64.9,67.2,58.1
Yes,34.5,32.1,41.6
Don't know,0.5,0.5,0.2
Prefer not to answer,0.2,0.2,0
How would you describe the quality of the drinking water from the main source you used during the last 30 days? ,"","",""
Water is fine to drink ,87,88,84
Taste is not good ,10,9,13
Smell is not good ,1,0,3
Water is discoloured,1,0,2
Water causes health issues (like diarrhea),1,0,3
Other (please specify),0,0,0
Don't know,3,3,1
Prefer not to answer,0,0,0
"What methods do you use, if any, to improve the quality of your drinking water?","","",""
No treatment methods used,52,50,57
Boiling,19,16,26
"Disinfection (tablets, iodine, etc.)",4,3,4
Water filters,24,30,12
Other (please specify),1,1,3
Don't know,3,1,7
Prefer not to answer,0,0,0
"Over the past 7 days, on how many days did you have access to drinking water from the public network?","","",""
Every day (7 days),36.3,34.3,42.3
Rarely (1-3 days),28.8,29.4,27
Most days (4-6 days),25.1,26.9,19.5
Not at all (0 days),8.9,8.1,11.2
Don't know,0.9,1.2,0
What kind of toilet do you have access to inside your shelter or within easy reach?,"","",""
Flush toilet (Arabic or Western),48,45,59
Pour toilet (Arabic or Western),47,50,39
Dry pit latrine (without water),6,7,4
No toilet inside shelter or within easy reach,1,2,0
Other (please specify),0,0,0
Don't know,0,0,0
Prefer not to answer,0,0,0
How far is the nearest accessible toilet from your dwelling?,"","",""
201-300m,38.9,41.2,
Up to 100m,22.2,23.5,
101-200m,16.7,17.6,
301-400m,16.7,17.6,
500m or more,5.6,0,
How did you most often dispose of trash over the past 30 days?,"","",""
"Collected by the municipality, waste management service (private or public), or other authority ",28,29,26
"Put in a public place designated for waste disposal, to be collected later",46,45,47
Left in the road or in a public place not designated for waste disposal,15,13,21
Buried or burned,16,17,10
Other (please specify),0,0,0
Don't know,0,0,0
Prefer not to answer,0,0,0
How far is the trash disposal point from your dwelling?,"","",""
Up to 100m,29.1,28.1,31.9
101-200m,23,24.1,19.8
201-300m,16.6,18.2,12.2
500m or more,16.3,17.2,13.7
301-400m,9.2,7.4,14.6
401-500m,5.7,5,7.9
How frequently is your trash collected?,"","",""
More than once per week,54.8,56.3,49.6
Once per week,34.1,34.5,32.7
Once every two weeks,6.6,4.9,12.4
Don't know,2.1,2.4,0.9
Once per month,1.7,1.1,3.5
Less frequently than once per month,0.6,0.5,0.9
Prefer not to answer,0.2,0.3,0
"Among these products, are there any that you require but are unable to purchase?","","",""
There are no hygiene products that we require but are unable to purchase,60,62,52
Soap (liquid and bar)                                    ,24,25,20
"Disinfectant - surface cleaner (powder, liquid detergent)",19,16,28
Toothpaste ,12,13,11
Clean toothbrushes     ,8,9,7
Sanitary pads,4,1,11
Baby diapers                                               ,4,0,14
Water container (or Jerry can) ,14,16,8
Shampoo                                                     ,25,26,23
Dishwashing liquid ,19,20,18
Other (please specify),1,1,2
Don't know,1,1,2
Prefer not to answer,1,1,1
"If there were products in that list that you require but are unable to purchase, what is the main reason why you can't purchase them?","","",""
Too expensive,92,92,92
Not available in the market ,8,8,9
Can't reach the market ,3,4,1
Quality not good,8,6,12
Other (please specify),1,0,1
Don't know,1,1,0
Prefer not to answer,2,2,1
Have you been ill in the past 15 days?,"","",""
No,77.6,83.2,60.9
Yes,21.7,15.9,39.1
Don't know,0.5,0.6,0
Prefer not to answer,0.2,0.2,0
Did you go to a health facility to access the needed health care?,"","",""
Yes,77.5,78.9,76.2
No,22,20.1,23.8
Don't know,0.3,0.5,0
Prefer not to answer,0.3,0.5,0
Do you face any challenges accessing health care when you need it?,"","",""
No,79.9,82.3,72.6
Yes,17.7,15,26
Don't know,2,2.2,1.4
Prefer not to answer,0.4,0.5,0
what are the main reasons for you to have limited or no access to healthcare?,"","",""
Health facilities have been damaged or destroyed,2,2,3
Distance to health facilities is too far,22,23,21
Route to health facilities is unsafe ,8,9,5
Presence of explosive hazards,0,0,0
No available health facilities that can accept new patients,2,2,2
No/lack of money to pay for care,35,29,45
Lack of means of transport to get to the healthcare facilities,10,8,12
Lack of medical staff in general,15,14,16
Lack of female medical staff in particular,2,0,4
Lack of private room(s) for receiving confidential care,2,3,2
Lack of medicines,12,11,12
Lack of medical supplies,6,6,4
Lack of documentation,12,14,9
Price barriers to access medical aid,19,15,27
Linguistic barriers,4,4,5
No available health facilities that accept refugees/migrants,13,15,11
Did not know where to go,4,5,2
"For females, denial of permission from family members to visit health facility",0,0,0
"For females, absence of male companion to accompany during visit to health facility",1,0,2
Afraid to become known as a migrant,8,11,3
Other (please specify),0,0,0
Don't know,1,1,2
Prefer not to answer,1,2,0
What do you do when you do not have enough money to pay for all the healthcare that is needed?,"","",""
"Revert to non-medical alternatives  (e.g., traditional medicine, home treatments)",55,69,40
Prioritize emergency cases,18,13,24
Get medical treatment from individuals without professional training,10,11,8
"Use expired medicine or recycle medical items (e.g., syringes",3,2,4
Travel abroad for required medical treatment,0,0,0
Travel to other manitkas for required medical treatment,3,2,4
Self-treatment,28,26,30
Do not seek medical help,10,13,6
"Reduce expenditures on other needs (education, NFIs,  food)",11,6,16
Visit health centre managed by NGO,6,6,6
Visit Libyan medical doctor outside medical facilities,1,0,2
"Visit foreign medical doctor outside medical facilities,",5,7,2
Other (please specify),3,6,0
Don't know,3,0,6
Prefer not to answer,1,2,0
How do you travel from your place of residence to the nearest health service provider?,"","",""
Have not visited a local health service provider,31,37.4,11.9
By car,30.9,26.3,44.7
By foot,14.6,15.3,12.3
Driven there by somebody I know,12.2,11.1,15.8
By public transport,8.5,7.1,12.3
By bicycle,1.2,1.3,0.9
No way to get there,0.8,0.6,1.4
Don't know,0.3,0.3,0.5
Prefer not to answer,0.3,0.5,0
Other (please specify),0.1,0.1,0.2
How much time does it take you to travel from your place of residence to the nearest health service provider using this form of travel?,"","",""
Less than 15 minutes,42.3,47.1,32.6
15-29 minutes,38.6,35.6,45.3
30-59 minutes,12.3,9.3,17.8
1-2 hours,6.4,7.4,4.3
More than 2 hours,0.3,0.5,0
Prefer not to answer,0.1,0.1,0
Did you give live birth in Libya during the 2 last years?,"","",""
No,68.4,75.8,65.3
Yes,30.1,21.2,33.7
Don't know,1.5,3,1
Who assisted in the delivery?,"","",""
No one                                          ,0,0,0
Obstetrician,68,43,73
General practitioner,2,14,0
Certified midwife          ,10,0,12
Uncertified midwife         ,8,29,3
Nurse                                  ,10,0,12
Relatives / Friends ,8,14,6
Other (please specify),0,0,0
Don't know,0,0,0
Prefer not to answer,0,0,0
Do you suffer from any chronic disease?,"","",""
No,88.6,92.2,77.7
Yes,10.3,6.9,20.7
Don't know,0.7,0.4,1.6
Prefer not to answer,0.4,0.5,0
Which diseases do you suffer from? ,"","",""
Blood pressure ,31,27,36
Heart disease,10,8,12
Diabetes,30,17,44
Asthma,11,9,13
Joint pain (arthritis),25,27,24
Chronic back pain (spinal cord),7,6,9
Cataract ,0,0,0
Stomach ulcers,10,11,8
Kidney failure,1,0,1
Epilepsy,1,1,0
Other (please specify),5,4,6
Don't know,0,0,0
Prefer not to answer,0,0,0
Do you have adequate access to the needed health care services to treat this condition?,"","",""
"Yes, adequate access",50.3,49.4,51.1
"Limited access (only sometimes, limited quantity, etc.)",38,37.1,38.9
No access,10.6,12.4,8.9
Don't know,1.1,1.1,1.1
What are the services that are not available (when needed or prescribed)?,"","",""
No access to the health facility,20,20,19
Lack of availability of specialized consultation,46,36,56
Lack of availability of general practitioners for the follow-up,28,34,21
"Lack of availability of radiologic tests (X-ray, ultrasound, scan, MRI, etc.)",14,7,21
"Lack of availability of biologic tests (blood test, urinary test, etc.)",2,0,5
"Lack of availability of specialized medical investigation (fibroscopy, angiography, etc.)",7,5,9
Lack of availability of medicines ,32,25,40
Other (please specify),9,5,14
Don't know,3,5,2
Prefer not to answer,1,2,0
"Within the past 30 days, have you experienced any of the following? (select all that apply)","","",""
I did not experience any of the below ,35,37,30
Feeling little interest or pleasure doing things that you normally like,16,15,18
