data,Libya,no,yes
I own this but need another / more,44,41.6,53.6
I own enough of this and do not need more,42.3,43.7,37.3
I do not own this object,13.6,14.5,9.1
Don't know,0.1,0.1,0
Prefer not to answer,0.1,0.1,0
"3. Bedding items (sheets, pillows)","","",""
I own enough of this and do not need more,42.3,43.7,37.7
I own this but need another / more,38.9,37.1,46.8
I do not own this object,18.6,19,15.6
Prefer not to answer,0.1,0.1,0
Don't know,0.1,0.1,0
Other (please specify),0.1,0.1,0
4. Clothing for cold weather,"","",""
I own this but need another / more,43.2,43.1,44.5
I own enough of this and do not need more,32.9,32.1,38.3
I do not own this object,23.7,24.7,17.2
Don't know,0.1,0.1,0
Prefer not to answer,0.1,0.1,0
5. Heating systems,"","",""
I do not own this object,62.9,66.3,47.7
I own this but need another / more,20,17.7,29.5
I own enough of this and do not need more,17,15.9,22.7
Don't know,0.1,0.1,0
Other (please specify),0.1,0.1,0
6. Gas/electric stove ,"","",""
I own this but need another / more,44.7,44.5,45.1
I own enough of this and do not need more,38.5,40.1,32.8
I do not own this object,16.5,15.3,21.4
Prefer not to answer,0.2,0.1,0.6
Don't know,0.1,0.1,0
Other (please specify),0.1,0.1,0
7. Cooking set/items                                   ,"","",""
I own this but need another / more,52.3,51.2,56.8
I own enough of this and do not need more,38.2,40.1,31.2
I do not own this object,9.3,8.6,11.7
Don't know,0.1,0.1,0
Prefer not to answer,0.1,0,0.3
8. Mosquito nets                                                     ,"","",""
I do not own this object,80,83.2,65.6
I own this but need another / more,10.1,8.1,18.2
I own enough of this and do not need more,9.8,8.5,16.2
Don't know,0.1,0.1,0
Other (please specify),0.1,0.1,0
"9. Water storage containers (water tank, jerry cans, etc.)","","",""
I own enough of this and do not need more,35.2,34.7,37
I own this but need another / more,33.5,32.7,36.4
I do not own this object,31.3,32.4,26.6
Don't know,0.1,0.1,0
10. Solar lamp,"","",""
I do not own this object,76.7,78.1,69.2
I own this but need another / more,13.9,12.9,18.5
I own enough of this and do not need more,9.4,8.8,12.3
Don't know,0.1,0.1,0
Other (please specify),0.1,0.1,0
11. Mobile phone (smart phone),"","",""
I own enough of this and do not need more,41.3,43.4,33.1
I do not own this object,31.5,32.6,26.9
I own this but need another / more,27.2,24,39.9
12. Mobile phone (non-smart phone),"","",""
I do not own this object,56.5,57,54.5
I own enough of this and do not need more,23.4,24.5,19.2
I own this but need another / more,20,18.5,26
Don't know,0.1,0,0.3
Prefer not to answer,0.1,0.1,0
Radio,"","",""
I do not own this object,69.2,70,64.9
I own enough of this and do not need more,19.8,20.9,15.6
I own this but need another / more,11.1,9.1,19.5
TV,"","",""
I do not own this object,42.8,43.8,38.3
I own enough of this and do not need more,34.2,34.2,34.7
I own this but need another / more,23,21.9,26.9
Other (please specify),0.1,0.1,0
15. Desktop or laptop computer,"","",""
I do not own this object,88.1,89.7,80.2
I own enough of this and do not need more,7.2,6.8,9.4
I own this but need another / more,4.5,3.3,10.4
Prefer not to answer,0.1,0.1,0
Don't know,0.1,0.1,0
16. Generator,"","",""
I do not own this object,93.1,93.7,89.6
I own enough of this and do not need more,3.7,3.4,5.5
I own this but need another / more,3,2.6,4.9
Other (please specify),0.1,0.1,0
Don't know,0.1,0.1,0
Prefer not to answer,0.1,0.1,0
17. Construction materials and equipment,"","",""
I do not own this object,74.2,74.4,72.7
I own enough of this and do not need more,13.6,14.4,10.7
I own this but need another / more,12,11.1,16.6
Don't know,0.1,0.1,0
Prefer not to answer,0.1,0.1,0
18. Carpets,"","",""
I do not own this object,39.4,41.2,31.5
I own this but need another / more,34.4,32.6,41.6
I own enough of this and do not need more,26.1,26.2,26.9
Prefer not to answer,0.1,0.1,0
Have you worked in any of the following types of jobs in the past 30 days?,"","",""
Did not work outside the home in the past 30 days,6,5,8
Permanent job with annual/monthly/weekly wage,0.314901047729919,0.287769784172662,44
Temporary job with weekly/daily/monthly wage,25,28,15
Daily labour,42,43,37
Other (please specify),2,2,1
Don't know,0,0,0
Prefer not to answer,1,1,1
Have you worked for the following types of institutions in the past 30 days?,"","",""
Libyan-owned business (private sector),25,23,33
Foreign-owned business (private sector),2,1,6
"Libyan non-profit sector (Libyan NGO, civil society organization, etc.)",0,0,0
"International non-profit sector (international NGO, UN agency, etc.)",1,1,0
Own business or family business,24,25,20
Informal or irregular labour,55,58,41
Other (please specify),2,2,3
Don't know,3,3,5
Prefer not to answer,1,1,0
1. Permanent full time  with annual/monthly/weekly wage,"","",""
Average,0.0465686274509804,0.0423280423280423,0.130434782608696
2. Temporary job with weekly/daily/monthly wage,"","",""
Average,0.0612745098039216,0.0661375661375661,0
3. Daily labour,"","",""
Average,0.105392156862745,0.103174603174603,0.0869565217391304
type_jobs_minors_calc,"","",""
Average,0.213235294117647,0.211640211640212,0.217391304347826
1. Farming/ agriculture work,"","",""
Average,0.196969696969697,0.213114754098361,0
2. Factory work/manufacturing of products,"","",""
Average,0.0757575757575758,0.0819672131147541,0
3. Construction,"","",""
Average,0.318181818181818,0.327868852459016,0.25
4. Transporting goods or people,"","",""
Average,0.181818181818182,0.163934426229508,0.25
5. Oil production,"","",""
Average,0.0454545454545455,0.0491803278688525,0
6. Mechanical work (repairing vehicles etc.),"","",""
Average,0.227272727272727,0.213114754098361,0.5
"7, Domestic work/cleaning","","",""
Average,0.212121212121212,0.19672131147541,0.25
8. Other harsh or dangerous labour,"","",""
Average,0,0,0
9. other Non harsh or dangerous labour,"","",""
Average,0.0606060606060606,0.0655737704918033,0
type_sectors_minors_calc,"","",""
Average,1.26086956521739,1.29032258064516,0.833333333333333
1. Permanent full time  with annual/monthly/weekly wage,"","",""
Average,0.466049382716049,0.453409090909091,0.592105263157895
2. Temporary job with weekly/daily/monthly wage,"","",""
Average,0.280864197530864,0.282954545454545,0.25
3. Daily labour,"","",""
Average,0.520576131687243,0.505681818181818,0.710526315789474
type_jobs_adults_calc,"","",""
Average,1.26748971193416,1.24204545454545,1.55263157894737
1. Salaried work,"","",""
Average,916.257110352674,868.201133144476,1131.56626506024
2. Casual or daily labour,"","",""
Average,612.84496124031,594.909297052154,724.971830985916
3. Income from own business or commerce,"","",""
Average,181.996975196612,196.103061986557,118.425170068027
4. Support from family and friends in Libya,"","",""
Average,18.5073529411765,19.5049279757392,10.160409556314
5. Support from family and friends in home country,"","",""
Average,2.67401960784314,3.04852160727824,1.10238907849829
6. Support/remittances from family and friends in Europe,"","",""
Average,4.40379901960784,5.28051554207733,0.757679180887372
7. Humanitarian assistance,"","",""
Average,8.66487775790101,8.99411764705882,7.63973063973064
Zakat,"","",""
Average,6.5169946332737,6.93602941176471,4.6969696969697
9. Other (please specify),"","",""
Average,2.96935096153846,2.2106824925816,6.625
incomes_group_calc,"","",""
Average,1107.13686249193,1102.5984,1154.88888888889
No income,"","",""
Average,4.84276729559748,4.76935105551212,3.78006872852234
1. Cash,"","",""
Average,89.6501746216531,90.5172661870504,87.0454545454545
2. Transferred to bank account in Libya; ,"","",""
Average,0.168800931315483,0.18705035971223,0.0974025974025974
3. Transferred to bank account in country of origin;  ,"","",""
Average,0.722933643771828,0.323741007194245,2.57142857142857
4. Cheques,"","",""
Average,0.317229336437718,0.298561151079137,0.422077922077922
5. Phone top-up cards,"","",""
Average,0.413853317811409,0.38705035971223,0.561688311688312
6. Prepaid card or gift card,"","",""
Average,0.263678696158324,0.322302158273381,0.0162337662337662
"7. Other in-kind (e.g., food)","","",""
Average,1.81431897555297,1.82517985611511,1.85064935064935
8. Other (please specify),"","",""
Average,0.286961583236321,0.289928057553957,0.292207792207792
income_modality_group_calc,"","",""
Average,98.5884749708964,99.0539568345324,96.7207792207792
Did you face any challenges obtaining enough money to meet your needs over the last 30 days?,"","",""
No,56.5,54.7,64.6
Yes,42.3,44,34.4
Don't know,0.9,0.9,0.6
Prefer not to answer,0.3,0.3,0.3
What were the main challenges to obtaining enough money to meet your  needs in the last 30 days?,"","",""
Lack of work opportunity,55,55,51
Salary or wages too low,37,36,42
Salary or wages not regularly paid,47,49,39
Unable to withdraw enough money from bank account,1,1,2
No currently functioning banks/financial institutions in my area,2,2,0
Other (please specify),2,1,3
Don't know,0,0,1
Prefer not to answer,0,0,1
"When buying items for domestic consumption in Libya, do you buy for your household, share a budget with other people or buy only for yourself?","","",""
I share nearly all expenses with other people (not family members or dependents),36.9,45.6,0
I buy for my household (family members or dependents),27.1,33.5,0
I buy only for myself,17.9,0,100
I share only certain types of expenses with other people (not family members or dependents),16,19.8,0
Other (please specify),0.9,1.1,0
Prefer not to answer,0.8,0,0
Don't know,0.4,0,0
1. Food items,"","",""
Average,266.040745052387,266.38417266187,268.600649350649
2. Rent,"","",""
Average,178.270642201835,185.053022269353,132.977941176471
3. Shelter maintenance,"","",""
Average,9.14784633294529,10.6755395683453,2.79220779220779
4. Water (from all sources combined),"","",""
Average,20.5081490104773,22.1913669064748,13.3506493506494
"5. Non-food household items (hygiene items, blankets, lightbulbs, etc.)","","",""
Average,32.7235157159488,34.3539568345324,26.1720779220779
6. Utilities (electricity and gas connections),"","",""
Average,7.00989522700815,8.08848920863309,2.53246753246753
"7. Fuel (for cooking, for vehicles, etc.)","","",""
Average,24.1944121071013,27.7834532374101,9.25974025974026
"8. Health-related expenditures (healthcare, medicine, etc.)","","",""
Average,31.0145518044237,33.2805755395683,22.1623376623377
"9. Education-related expenditures (school fees, supplies, uniforms, etc.)","","",""
Average,98.9240196078431,99.8042328042328,10.2173913043478
10. Transportation ,"","",""
Average,49.3015133876601,52.1035971223022,39.2077922077922
11. Mobile phone credit,"","",""
Average,54.6024447031432,53.9741007194245,59.2467532467532
"12. Productive assets (items used to help generate income, such as sewing machines, tools, etc.)","","",""
Average,25.0681024447031,30.4129496402878,2.57467532467532
13. Debt repayment,"","",""
Average,47.4813736903376,55.0381294964029,16.25
14. All other expenditures (specify),"","",""
Average,4.88170163170163,5.19222462203024,3.79478827361564
what is your total amount of debt (in LYD)?,"","",""
Average,1776.29045643154,1890.60576923077,1121.29032258065
What was the primary reason for taking on debt?,"","",""
Accessing food,35.3,32.2,51.6
Paying for other basic needs,20.7,23.6,3.2
Paying for rent,10.4,11.5,3.2
Purchasing productive assets (for small business or income-generating activities),9.1,10.6,0
Paying for healthcare,7.5,6.2,16.1
Paying smuggler or connection house operator,5.8,5.3,9.7
Paying for release from captivity,2.9,1,16.1
"Purchasing non-productive assets (e.g. TV, household appliances, furniture, gold, etc.)",2.5,2.9,0
Other (please specify),1.7,1.9,0
Paying for shelter maintenance,1.7,1.9,0
Prefer not to answer,1.2,1.4,0
Paying for education,1.2,1.4,0
What percentage of your income would you estimate you send to family in your country of origin per month?,"","",""
Average,28.3576594345825,27.2576,33.6795366795367
what percentage of your income would you estimate you save in Libya (do not spend/send) per month?,"","",""
Average,18.7720105124836,17.9488409272582,22.953667953668
What was the payment modality most commonly used by your household in the past 30 days?,"","",""
Cash (LYD),98.4,98.8,97.1
Cash (foreign/non-LYD),0.8,0.4,2.3
Prefer not to answer,0.3,0.1,0.3
Bank transfers,0.1,0.1,0.3
Don't know,0.1,0.1,0
Other (please specify),0.1,0.1,0
Prepaid or gift card,0.1,0.1,0
Cheques ,0.1,0.1,0
Do you have access to a marketplace or grocery store where you can find fresh produce in your mahalla or close to your mahalla?,"","",""
Yes,84.7,86.3,78.9
No,14.8,13.2,21.1
Prefer not to answer,0.3,0.3,0
Don't know,0.1,0.1,0
What means of transport do you usually use to travel to the nearest marketplace or grocery store where you can find fresh produce?,"","",""
Walking,75.3,75.2,76.5
Car,12.8,12.7,12.8
Bicycle,6.3,6.8,4.5
Driven there by somebody I know,3,3,3.3
Public transport,2.1,2,2.9
Other (please specify),0.3,0.4,0
For how long do you have to travel using this means of transport to get to the nearest marketplace or grocery store where you can find fresh produce?,"","",""
Less than 15 minutes,66.9,66.6,67.5
15-29 minutes,21.9,22.6,19.8
30-59 minutes,8.7,8.6,9.1
1-2 hours,2.3,2.2,3.3
More than 2 hours,0.1,0.1,0.4
"In the last 30 days, did you face any barriers to consistently accessing marketplaces?","","",""
No barriers faced when accessing marketplace,76,76,80
Live too far from marketplace / no means of transport,7,8,7
Transportation too expensive,12,13,8
Damage to marketplace,0,0,0
Damage to roads leading to marketplace,0,0,0
Insecurity travelling to and from marketplace,7,7,7
Curfew prevented access to market,0,0,0
Marketplace never open at a time when we can visit,1,1,0
Presence of explosive hazards,0,0,0
Discriminatory practices from market vendors,3,3,3
lack of documents to travel,3,3,2
language barriers,4,4,2
Other (please specify),0,0,0
Don't know,0,0,0
Prefer not to answer,0,0,0
"In the last 30 days, did you face any barriers to regularly purchasing specific items on the market?","","",""
"No, no barrier faced when purchasing market items",35,31,53
"Yes, some items are too expensive",60,65,41
"Yes, some items are not available",14,15,6
"Yes, we have no means of payment (e.g., not enough hard cash, vendors do not accept prepaid cards)",5,6,4
"Yes, discriminatory practices from market vendors",4,5,3
Other (please specify),0,0,0
Don't know,0,0,0
Prefer not to answer,0,0,0
"Which items were too expensive to afford? (select category first, then list specific items)","","",""
Food items: fresh vegetables/fruits,59,59,62
Food items: fresh fish/meat/eggs,90,89,90
Food items: other,34,37,9
NFIs: Hygiene items for women,9,10,2
NFIs: Hygiene items for men,29,29,23
NFIs: Household items,23,24,13
NFIs: Fuel,21,23,7
Water,1,1,1
Medicine or health-related items,20,20,22
Other (please specify),1,1,1
Which items were not consistently available?,"","",""
Food items: fresh vegetables/fruits,16,16,20
Food items: fresh fish/meat/eggs,30,27,55
Food items: other,54,59,0
NFIs: Hygiene items for women,3,3,0
NFIs: Hygiene items for men,16,17,10
NFIs: Household items,5,5,15
NFIs: Fuel,66,71,15
Water,0,0,0
Medicine or health-related items,32,33,25
Other (please specify),1,1,0
What types of financial service providers do you have access to in or around your mahalla?,"","",""
Banks,3,4,3
Hawala,29,30,22
Financial services provided by local businesses (e.g. petrol stations),3,3,4
Financial services provided by members of the Libyan community,29,30,28
Financial services provided by other refugees or migrants,19,18,23
Financial services provided by an employer,41,42,39
Financial services provided by a smuggler,5,5,3
Other (please specify),1,1,1
Don't know,6,5,8
Prefer not to answer,1,1,0
"If you save part of your income, how do you store your salary/money?","","",""
In a safe place at home,52,51,58
Transfer back to home country,22,20,33
Carry it on me,23,20,34
Put it in a bank account,2,1,5
Give it to my employer,23,20,35
Give it to my smuggler,3,4,1
Ask refugee and migrant friends to store it,6,7,3
Ask Libyan friends to store it,10,11,4
Other (please specify),0,0,1
Don't know,0,0,0
Prefer not to answer,5,5,7
"If you transfer some of your money back to your home country (send remittances), how do you send it home?","","",""
Official money transfer agency,10,7,23
Unofficial money transfer agency,70,72,65
Hawala system,13,14,8
Through a person I know who travels regularly back home,17,17,16
Through bank account,0,0,1
Other (please specify),0,0,2
Don't know,0,0,1
Prefer not to answer,1,1,0
"If you transfer some of your money back to your home country (send remittances), what percent extra do you have to pay to transfer each unit of currency?","","",""
Average,9.71413390010627,10.3146666666667,7.15217391304348
"1. Sold non-productive household assets or goods (TV, household appliance, furniture, gold, etc.)","","",""
"No, had no need to use this coping strategy",54.5,53.2,60.4
Not applicable/This coping strategy is not available to me,35.4,36.2,31.8
Yes,8.8,9.5,6.5
"No, have already exhausted this coping strategy and cannot use it again",1.2,1.1,1.3
"2. Sold productive household assets or means of transport (sewing machine, wheelbarrow, car, etc.)","","",""
"No, had no need to use this coping strategy",49.4,47.6,58.1
Not applicable/This coping strategy is not available to me,45.1,46.4,38
Yes,4.8,5.1,3.6
"No, have already exhausted this coping strategy and cannot use it again",0.8,0.9,0.3
3. Spent savings,"","",""
"No, had no need to use this coping strategy",44.4,42.5,52.9
Yes,31.5,32.7,26.9
Not applicable/This coping strategy is not available to me,22.3,23.1,17.5
"No, have already exhausted this coping strategy and cannot use it again",1.9,1.7,2.6
4. Borrowed money,"","",""
"No, had no need to use this coping strategy",56.8,56.6,58.1
Not applicable/This coping strategy is not available to me,22.8,23.8,18.2
Yes,19.1,18.3,21.8
"No, have already exhausted this coping strategy and cannot use it again",1.4,1.3,1.9
5. Purchased food on credit or borrowed food,"","",""
"No, had no need to use this coping strategy",46.4,45.1,53.6
Not applicable/This coping strategy is not available to me,38.9,40.4,31.2
Yes,14.1,13.8,14.9
"No, have already exhausted this coping strategy and cannot use it again",0.6,0.6,0.3
"6. Reduced expenditures on essential non-food items (water, hygiene items, etc.)","","",""
"No, had no need to use this coping strategy",48.3,46,58.1
Yes,39.9,43.1,26.3
Not applicable/This coping strategy is not available to me,11.9,10.9,15.6
7. Reduced expenses on health or medicine,"","",""
"No, had no need to use this coping strategy",57.3,57,60.1
Yes,25.1,26.9,16.2
Not applicable/This coping strategy is not available to me,15.7,14.7,19.5
"No, have already exhausted this coping strategy and cannot use it again",1.9,1.4,4.2
8. Child or children dropped out of school,"","",""
Not applicable/This coping strategy is not available to me,60,61.9,51.9
"No, had no need to use this coping strategy",37.7,35.6,46.8
Yes,2.2,2.4,1
"No, have already exhausted this coping strategy and cannot use it again",0.2,0.1,0.3
9. Delayed or skipped paying rent,"","",""
"No, had no need to use this coping strategy",49.7,50.4,43.4
Not applicable/This coping strategy is not available to me,27.8,27,33.6
Yes,21.5,21.7,21
"No, have already exhausted this coping strategy and cannot use it again",1,0.8,2.1
10. Asked strangers for money or food,"","",""
"No, had no need to use this coping strategy",62.7,62.4,64.9
Not applicable/This coping strategy is not available to me,29,29.9,24.4
Yes,7.6,7.1,10.1
"No, have already exhausted this coping strategy and cannot use it again",0.8,0.7,0.6
11. Took an additional job,"","",""
"No, had no need to use this coping strategy",39.5,38.6,43.8
Yes,34.5,36.8,25
Not applicable/This coping strategy is not available to me,25.2,23.9,29.9
"No, have already exhausted this coping strategy and cannot use it again",0.8,0.7,1.3
"12. HH adult member accepted socially degrading, exploitative, high-risk, or illegal work","","",""
"No, had no need to use this coping strategy",50.4,50.2,51.3
Not applicable/This coping strategy is not available to me,47.8,47.9,47.1
Yes,1.7,1.8,1.3
"No, have already exhausted this coping strategy and cannot use it again",0.1,0.1,0.3
"13. HH minor member accepted socially degrading, exploitative, high-risk, or illegal work","","",""
Not applicable/This coping strategy is not available to me,50.2,50.5,47.8
"No, had no need to use this coping strategy",47.8,47.6,52.2
Yes,1.5,1.6,0
"No, have already exhausted this coping strategy and cannot use it again",0.5,0.3,0
"14. Child marriage (i.e., marriage of a household member aged 17 or younger)","","",""
Not applicable/This coping strategy is not available to me,53.9,54,43.5
"No, had no need to use this coping strategy",44.1,43.9,56.5
Yes,1.2,1.3,0
"No, have already exhausted this coping strategy and cannot use it again",0.7,0.8,0
What is the main reason why these coping strategies were used?,"","",""
Accessing food,78,78,80
Paying for healthcare,24,22,35
Paying for education,7,6,8
Paying for shelter,43,45,34
Paying for other basic needs,52,57,30
Paying smuggler(s),6,7,3
Paying a ransom,1,1,2
Sending money to family in country of origin,49,49,48
Other (please specify),1,1,0
Don't know,1,1,2
Prefer not to answer,0,0,0
What was the main source of drinking water you used over the past 30 days?,"","",""
Public network (connected to the shelter),43.4,41,53.9
Bottled water,39.7,40.7,34.7
"Protected well (e.g., in your house or in the mosque)",6.5,6.9,5.2
Water trucking,5.8,6.6,2.6
Tap accessible to the public  ,3.3,3.4,2.9
Unprotected well,0.9,0.9,0.3
Other (please specify),0.2,0.2,0.3
Prefer not to answer,0.1,0.1,0
Rainwater,0.1,0.1,0
"Surface water (lakes, ponds, rivers, etc.)",0.1,0.1,0
How far is the main source of drinking water from your dwelling?,"","",""
Up to 100m,34.4,32,44.8
500m or more,19.4,20.5,14.2
101-200m,16.5,16,20.1
201-300m,12.8,13.5,9.7
301-400m,10,11.1,3.7
401-500m,6.9,6.9,7.5
"In the last month, has there been any time when you did not have a sufficient quantity of drinking water to meet your daily needs?","","",""
No,64.9,63.3,71.4
Yes,34.5,35.9,28.6
Don't know,0.5,0.6,0
Prefer not to answer,0.2,0.2,0
How would you describe the quality of the drinking water from the main source you used during the last 30 days? ,"","",""
Water is fine to drink ,87,88,83
Taste is not good ,10,8,15
Smell is not good ,1,1,1
Water is discoloured,1,1,0
Water causes health issues (like diarrhea),1,1,0
Other (please specify),0,0,0
Don't know,3,3,0
Prefer not to answer,0,0,0
"What methods do you use, if any, to improve the quality of your drinking water?","","",""
No treatment methods used,52,60,25
Boiling,19,20,13
"Disinfection (tablets, iodine, etc.)",3,4,2
Water filters,24,14,60
Other (please specify),2,2,0
Don't know,3,4,0
Prefer not to answer,0,0,0
"Over the past 7 days, on how many days did you have access to drinking water from the public network?","","",""
Every day (7 days),36.4,33.2,51
Rarely (1-3 days),28.8,31.9,15.9
Most days (4-6 days),25,25,24
Not at all (0 days),8.8,9.1,7.8
Don't know,0.9,0.9,1.3
What kind of toilet do you have access to inside your shelter or within easy reach?,"","",""
Flush toilet (Arabic or Western),48,48,48
Pour toilet (Arabic or Western),47,47,48
Dry pit latrine (without water),6,6,8
No toilet inside shelter or within easy reach,1,1,2
Other (please specify),0,0,0
Don't know,0,0,1
Prefer not to answer,0,0,1
How far is the nearest accessible toilet from your dwelling?,"","",""
201-300m,38.9,50,16.7
Up to 100m,22.2,16.7,33.3
101-200m,16.7,0,50
301-400m,16.7,25,0
500m or more,5.6,8.3,0
How did you most often dispose of trash over the past 30 days?,"","",""
"Collected by the municipality, waste management service (private or public), or other authority ",28,28,32
"Put in a public place designated for waste disposal, to be collected later",46,47,42
Left in the road or in a public place not designated for waste disposal,15,15,18
Buried or burned,16,16,13
Other (please specify),0,0,0
Don't know,0,0,1
Prefer not to answer,0,0,0
How far is the trash disposal point from your dwelling?,"","",""
Up to 100m,29.1,28.6,30
101-200m,22.9,20.6,34.1
201-300m,16.7,17.3,15
500m or more,16.3,17.5,10.5
301-400m,9.3,10.3,4.1
401-500m,5.7,5.7,6.4
How frequently is your trash collected?,"","",""
More than once per week,54.8,54.3,55.1
Once per week,34.1,35.8,28.6
Once every two weeks,6.6,5.2,12.2
Don't know,2.1,2.3,1
Once per month,1.7,1.6,2
Less frequently than once per month,0.6,0.5,1
Prefer not to answer,0.2,0.3,0
"Among these products, are there any that you require but are unable to purchase?","","",""
There are no hygiene products that we require but are unable to purchase,60,57,73
Soap (liquid and bar)                                    ,24,27,11
"Disinfectant - surface cleaner (powder, liquid detergent)",19,21,11
Toothpaste ,12,12,11
Clean toothbrushes     ,8,9,9
Sanitary pads,4,4,1
Baby diapers                                               ,4,4,0
Water container (or Jerry can) ,14,15,9
Shampoo                                                     ,25,27,15
Dishwashing liquid ,19,22,7
Other (please specify),1,1,1
Don't know,1,1,2
Prefer not to answer,1,1,1
"If there were products in that list that you require but are unable to purchase, what is the main reason why you can't purchase them?","","",""
Too expensive,91,92,87
Not available in the market ,8,9,2
Can't reach the market ,3,3,2
Quality not good,8,8,7
Other (please specify),1,1,1
Don't know,1,1,2
Prefer not to answer,2,1,2
Have you been ill in the past 15 days?,"","",""
No,77.5,77.2,78.9
Yes,21.8,22.1,20.8
Don't know,0.5,0.5,0.3
Prefer not to answer,0.2,0.2,0
Did you go to a health facility to access the needed health care?,"","",""
Yes,77.1,76.9,79.7
No,22.4,22.5,20.3
Don't know,0.3,0.3,0
Prefer not to answer,0.3,0.3,0
Do you face any challenges accessing health care when you need it?,"","",""
No,79.9,79.4,82.8
Yes,17.7,18,16.2
Don't know,2,2.2,0.6
Prefer not to answer,0.4,0.4,0.3
what are the main reasons for you to have limited or no access to healthcare?,"","",""
Health facilities have been damaged or destroyed,2,2,4
Distance to health facilities is too far,22,22,20
Route to health facilities is unsafe ,8,9,2
Presence of explosive hazards,0,0,0
No available health facilities that can accept new patients,2,1,6
No/lack of money to pay for care,35,33,42
Lack of means of transport to get to the healthcare facilities,10,10,6
Lack of medical staff in general,15,16,10
Lack of female medical staff in particular,2,2,0
Lack of private room(s) for receiving confidential care,2,2,2
Lack of medicines,12,12,12
Lack of medical supplies,6,5,8
Lack of documentation,12,12,14
Price barriers to access medical aid,19,20,16
Linguistic barriers,4,4,4
No available health facilities that accept refugees/migrants,13,12,18
Did not know where to go,4,2,10
"For females, denial of permission from family members to visit health facility",0,0,0
"For females, absence of male companion to accompany during visit to health facility",1,1,0
Afraid to become known as a migrant,8,8,12
Other (please specify),0,0,0
Don't know,1,1,2
Prefer not to answer,1,1,0
What do you do when you do not have enough money to pay for all the healthcare that is needed?,"","",""
"Revert to non-medical alternatives  (e.g., traditional medicine, home treatments)",55,49,81
Prioritize emergency cases,18,20,14
Get medical treatment from individuals without professional training,10,7,19
"Use expired medicine or recycle medical items (e.g., syringes",3,2,5
Travel abroad for required medical treatment,0,0,0
Travel to other manitkas for required medical treatment,3,4,0
Self-treatment,28,24,38
Do not seek medical help,10,10,10
"Reduce expenditures on other needs (education, NFIs,  food)",11,12,5
Visit health centre managed by NGO,6,6,5
Visit Libyan medical doctor outside medical facilities,1,1,0
"Visit foreign medical doctor outside medical facilities,",5,2,14
Other (please specify),3,2,5
Don't know,3,4,0
Prefer not to answer,1,1,0
How do you travel from your place of residence to the nearest health service provider?,"","",""
By car,31,29.9,34.7
Have not visited a local health service provider,30.9,31.5,28.9
By foot,14.6,14.6,14.6
Driven there by somebody I know,12.2,12.9,9.7
By public transport,8.4,8.6,8.4
By bicycle,1.2,0.9,2.3
No way to get there,0.8,0.8,1
Don't know,0.3,0.4,0
Prefer not to answer,0.3,0.4,0
Other (please specify),0.1,0.1,0.3
How much time does it take you to travel from your place of residence to the nearest health service provider using this form of travel?,"","",""
Less than 15 minutes,42.2,42.4,41.2
15-29 minutes,38.8,40.1,34.3
30-59 minutes,12.2,10.9,17.1
1-2 hours,6.4,6.2,7.4
More than 2 hours,0.3,0.3,0
Prefer not to answer,0.1,0.1,0
Did you give live birth in Libya during the 2 last years?,"","",""
No,68.7,67,84.6
Yes,29.9,32.2,7.7
Don't know,1.5,0.9,7.7
Who assisted in the delivery?,"","",""
No one                                          ,0,0,0
Obstetrician,68,68,0
General practitioner,2,0,100
Certified midwife          ,10,11,0
Uncertified midwife         ,8,8,0
Nurse                                  ,10,11,0
Relatives / Friends ,8,8,0
Other (please specify),0,0,0
Don't know,0,0,0
Prefer not to answer,0,0,0
Do you suffer from any chronic disease?,"","",""
No,88.6,89.3,86
Yes,10.3,9.6,12.7
Don't know,0.7,0.7,0.6
Prefer not to answer,0.4,0.4,0.6
Which diseases do you suffer from? ,"","",""
Blood pressure ,31,32,31
Heart disease,10,10,8
Diabetes,30,33,21
Asthma,11,11,13
Joint pain (arthritis),25,26,23
Chronic back pain (spinal cord),7,9,3
Cataract ,0,0,0
Stomach ulcers,10,10,8
Kidney failure,1,1,0
Epilepsy,1,0,0
Other (please specify),5,4,8
Don't know,0,0,0
Prefer not to answer,0,0,0
Do you have adequate access to the needed health care services to treat this condition?,"","",""
"Yes, adequate access",50.3,49.6,53.8
"Limited access (only sometimes, limited quantity, etc.)",38,38.5,35.9
No access,10.6,10.4,10.3
Don't know,1.1,1.5,0
What are the services that are not available (when needed or prescribed)?,"","",""
No access to the health facility,20,12,39
Lack of availability of specialized consultation,46,50,28
Lack of availability of general practitioners for the follow-up,28,27,33
"Lack of availability of radiologic tests (X-ray, ultrasound, scan, MRI, etc.)",14,17,6
"Lack of availability of biologic tests (blood test, urinary test, etc.)",2,3,0
"Lack of availability of specialized medical investigation (fibroscopy, angiography, etc.)",7,8,6
Lack of availability of medicines ,32,38,11
Other (please specify),9,12,0
Don't know,3,5,0
Prefer not to answer,1,2,0
"Within the past 30 days, have you experienced any of the following? (select all that apply)","","",""
I did not experience any of the below ,36,34,43
Feeling little interest or pleasure doing things that you normally like,16,14,21
"Feeling down, depressed or hopeless",22,22,23
Feeling tired or having little energy for no good reason,34,35,26
"Trouble falling asleep, staying asleep or sleeping too much",15,15,13
Felt so nervous that nothing could calm you down,8,8,7
Felt so afraid that nothing could calm you down,5,5,7
Felt so angry that you felt out of control,5,5,5
Prefer not to answer,1,1,2
