list_name,name,label::English (en),label::French (fr),label::Arabic (ar),mantika,baladiya,organisation,media::image:: English (en),media::image:: Arabic (ar),media::image:: French (fr)
access_shelter_challenges,no_challenge_access_shelter,1. Do not face any challenges ,1. Aucun défis ,áÇ ÊæÇÌå Ãí ÊÍÏíÇÊ,,,,,,
access_shelter_challenges,dont_have_appropriate_docs,2. Do not have the appropriate documents ,2. Manque de documents appropriés ,áíÓ áÏíß ÇáæËÇÆŞ ÇáãäÇÓÈÉ,,,,,,
access_shelter_challenges,dont_have_money,3. Do not have enough money ,3. Pas assez d'argent ,áíÓ áÏíß ãÇ íßİí ãä ÇáãÇá,,,,,,
access_shelter_challenges,discriminatory_treatment_landlord,4. Discrimatory treatment/Landlords do not trust me ,4. Traitement discriminatoire/Les propriétaires ne me font pas confiance ,ÇáãÚÇãáÉ ÇáÊãííÒíÉ / ÇáãáÇß áÇ íËŞæä Èí,,,,,,
access_shelter_challenges,dont_have_contacts_find_place,5. Do not have the right contacts to find a place ,5. Manque de bons contacts pour trouver une place ,áíÓ áÏíß ÇáÚáÇŞÇÊ æ ÇáÇÊÕÇáÇÊ ÇááÇÒãÉ ÇáÕÍíÍÉ áÅíÌÇÏ ãßÇä,,,,,,
access_shelter_challenges,fear_overcharged,6. Fear of being overcharged ,6. Peur d'être surfacturé ,ÇáÎæİ ãä ÒíÇÏÉ ÇáÇíÌÇÑ,,,,,,
access_shelter_challenges,lack_info,7. Lack of information about finding shelter,7. Manque d'information afin de trouver un logement, äŞÕ ÇáãÚáæãÇÊ Íæá ÅíÌÇÏ ÇáãÃæì,,,,,,
access_shelter_challenges,lack_freedom_movement,8. Lack of freedom of movement,8. Manque de liberté de mouvement,ŞáÉ ÍÑíÉ ÇáÍÑßÉ,,,,,,
access_shelter_challenges,tensions_host_community,9. Tensions with host community,9. Problèmes avec la communauté d'accueil,ÇáÊæÊÑÇÊ ãÚ ÇáãÌÊãÚ ÇáãÖíİ,,,,,,
access_shelter_challenges,safety_security_concerns,"10. Safety and security concerns (threat, danger, etc)","10. Préoccupations en matière de sécurité (menace, danger, etc.)"," ãÎÇæİ ÊÊÚáŞ ÈÇáÓáÇãÉ æÇáÃãä (ÇáÊåÏíÏ ¡ ÇáÎØÑ ¡ ÅáÎ)",,,,,,
access_shelter_challenges,other,Other (please specify),11. Autres (Veuillez spécifier s'il vous plait), ÃÎÑì (ãä İÖáß ÍÏÏåÇ),,,,,,
access_shelter_challenges,dk,Don't know,12. Je ne sais pas, áÇ ÃÚÑİ,,,,,,
access_shelter_challenges,dwta,Prefer not to answer,13. Je préfère ne pas répondre, ÃİÖá ÚÏã ÇáÅÌÇÈÉ,,,,,,
eviction_threat,yes_threatened_with_eviction,"1. Yes, have been threatened with eviction","1. Oui, avez-vous été menacés d'expulsion","äÚã¡ Êã ÊåÏíÏí ÈÇáÅÎáÇÁ",,,,,,
eviction_threat,yes_recently_evicted,"2. Yes, have been recently evicted","2. Oui, avez-vous été récemment expulsés","äÚã¡ Êã ÅÎáÇÁåÇ ãÄÎÑğÇ",,,,,,
eviction_threat,no_eviction_threat,3. No,3. Non,áÇ,,,,,,
eviction_threat,dk,Don't know,4. Je ne sais pas,áÇ ÃÚÑİ,,,,,,
eviction_threat,dwta,Prefer not to answer,5. Je préfère ne pas répondre,ÃİÖá ÚÏã ÇáÅÌÇÈÉ,,,,,,
eviction_shelter_reasons,forced_eviction,"1. Forced eviction, i.e. from armed group pressure or land-grabbing","Expulsion forcée, c'est de la pression d'un groupe armé ou de l'accaparement des terres","ÇáÅÎáÇÁ ÇáŞÓÑí¡ Ãí ÈÖÛØ ãä ÇáÌãÇÚÇÊ ÇáãÓáÍÉ Ãæ ÈÇáÇÓÊíáÇÁ Úáì ÇáÃÑÇÖí",,,,,,
eviction_shelter_reasons,land_acquisitions,2. Land acquisitions,Acquisitions de terrain,ÇáÇÓÊÍæÇĞ Úáì ÇáÃÑÇÖí,,,,,,
eviction_shelter_reasons,clearance_camp_public_space_authorities,3. Clearance of camp/public space by authorities,Dégagement du camp/espace public par les autorités,ÅÎáÇÁ ÇáãÎíãÇÊ / ÇáÃãÇßä ÇáÚÇãÉ ãä ŞÈá ÇáÓáØÇÊ,,,,,,
eviction_shelter_reasons,discrimination_ethnicity_tribe,4. Discrimination based on ethnicity/tribe,Discrimination fondée sur l'origine ethnique/nationalité,ÇáÊãííÒ Úáì ÃÓÇÓ ÇáÚÑŞ / ÇáŞÈíáÉ,,,,,,
eviction_shelter_reasons,cannot_afford_rent,5. Cannot afford rent,Ne peut pas se permettre le loyer,áÇ íãßä ÊÍãá ÇáÅíÌÇÑ,,,,,,
eviction_shelter_reasons,no_docs_prove_ownership,6. No documentation to prove legal ownership,Aucun document prouvant la propriété légale,ÚÏã æÌæÏ ÚŞÏ ÇáÅíÌÇÑ ,,,,,,
eviction_shelter_reasons,punitive_measures_retaliatory_actions,7. Punitive or retaliatory actions,Mesures punitives ou mesures de rétorsion,ÇáÅÌÑÇÁÇÊ ÇáÚŞÇÈíÉ Ãæ ÇáÃÚãÇá ÇáÇäÊŞÇãíÉ,,,,,,
eviction_shelter_reasons,authorities_requested_hh_leave,8. Authorities requested that you leave ,Les autorités vous ont demandé de quitter ,ØáÈÊ ÇáÓáØÇÊ ãä ÚÇÆáÊäÇ ÇáãÛÇÏÑÉ ,,,,,,
eviction_shelter_reasons,host_family_nolonger_unable_tohost,9. Host family no longer able to host our family, Famille d'accueil n'est plus en mesure d'accueillir notre famille, ÇáÚÇÆáÉ ÇáãÖíİÉ áã ÊÚÏ ŞÇÏÑÉ Úáì ÇÓÊÖÇİÉ ÚÇÆáÊäÇ ,,,,,,
eviction_shelter_reasons,request_vacate_from_owner,10. Request to vacate from owner of buidling/land, Demande de congé du propriétaire d'un immeuble ou d'un terrain, ØáÈ ÇáÅÎáÇÁ ãä ãÇáß ÇáãÈäì / ÇáÃÑÖ,,,,,,
eviction_shelter_reasons,lack_rental_contract,11. Lack of rental contract ,Manque de contrat de location ,ÚÏã æÌæÏ ÚŞÏ ÇáÅíÌÇÑ ,,,,,,
eviction_shelter_reasons,lack_required_docs,12. Lack of required documents, Absence de documents requis, äŞÕ ÇáãÓÊäÏÇÊ ÇáãØáæÈÉ,,,,,,
eviction_shelter_reasons,other,Other (please specify), Autres (Veuillez spécifier s'il vous plait), ÛíÑ Ğáß (íÑÌì ÇáÊÍÏíÏ),,,,,,
eviction_shelter_reasons,dk,Don't know, Je ne sais pas, áÇ ÃÚÑİ,,,,,,
eviction_shelter_reasons,dwta,Prefer not to answer, Je préfère ne pas réponse, ÃİÖá ÚÏã ÇáÇÌÇÈÉ,,,,,,
hh_basic_items,hh_doesnt_own_it,1. I do not own this object,1. Je ne possède pas cet objet,ÃäÇ áÇ Ããáß åĞÇ ÇáÔíÁ,,,,,,
hh_basic_items,hh_owns_it_need_more,2. I own this but need another / more,2. Je possède ceci mais j'ai besoin d'un autre / plus,ÃäÇ Ããáß åĞÇ æáßä ÈÍÇÌÉ Åáì ÂÎÑ / ÃßËÑ,,,,,,
hh_basic_items,hh_owns_it_no_need_more,3. I own enough of this and do not need more,3. J'en possède assez et je n'en ai pas besoin de plus.,ÃäÇ Ããáß ãÇ íßİí ãä åĞÇ æáÓÊ ÈÍÇÌÉ Åáì ÇáãÒíÏ,,,,,,
hh_basic_items,other,Other (please specify),4. Autres (Veuillez spécifier s'il vous plait),ÃÎÑì (íÑÌì ÇáÊÍÏíÏ),,,,,,
hh_basic_items,dk,Don't know,5. Je ne sais pas,áÇ ÃÚÑİ,,,,,,
hh_basic_items,dwta,Prefer not to answer,6. Je préfère ne pas répondre,ÃİÖá ÚÏã ÇáÅÌÇÈÉ,,,,,,
water_sources,public_network,1. Public network (connected to the shelter),1. Réseau public (connecté au refuge),ÇáÔÈßÉ ÇáÚÇãÉ (ãÊÕáÉ ÈÇáãÓßä),,,,,,
water_sources,bottled_water,2. Bottled water,2. Eau embouteillée,ÇáãíÇå ÇáãÚÈÃÉ İí ÒÌÇÌÇÊ,,,,,,
water_sources,water_trucking,3. Water trucking,3. Camionnage d'eau,ÇáäŞá ÈÔÇÍäÇÊ ÇáãíÇå,,,,,,
water_sources,public_tap,4. Tap accessible to the public  ,4.Robinet accessible au public  ,ÍäİíÉ ÚãæãíÉ,,,,,,
water_sources,protected_well,"5. Protected well (e.g., in your house or in the mosque)",5. Puits protégé (p. ex. dans votre maison ou dans la mosquée),"ÈÆÑ ãÍãí (Úáì ÓÈíá ÇáãËÇá¡ İí ãäÒáß Ãæ İí ÇáãÓÌÏ)",,,,,,
water_sources,unprotected_well,6. Unprotected well,6. Puits non protégé,ÈÆÑ ÛíÑ ãÍãí ,,,,,,
water_sources,surface_water,"7. Surface water (lakes, ponds, rivers, etc.)","7. Eau de surface (lacs, étangs, rivières, etc.)","ÇáãíÇå ÇáÓØÍíÉ (ÇáÈÍíÑÇÊ æÇáÈÑß æÇáÃäåÇÑ¡ æãÇ Åáì Ğáß)",,,,,,
water_sources,rainwater,8. Rainwater,8. Eau de pluie,ãíÇå ÇáÃãØÇÑ,,,,,,
water_sources,other,Other (please specify),9. Autres (s'il vous plaît spécifier),ÛíÑåÇ (íÑÌì ÇáÊÍÏíÏ),,,,,,
water_sources,dk,Don't know,10. Je ne sais pas, áÇ ÃÚÑİ,,,,,,
water_sources,dwta,Prefer not to answer,11. Je préfère ne pas répondre, ÃİÖá ÚÏã ÇáÅÌÇÈÉ,,,,,,
distance_drinkingwater,upto_100m,1. Up to 100m,1. Jusqu'à 100m,íÕá Åáì 100 ãÊÑ,,,,,,
distance_drinkingwater,between_101_200m,2. 101-200m,2. 101-200m,ãä 101 Åáì 200 ãÊÑ,,,,,,
distance_drinkingwater,between_201_300m,3. 201-300m,3. 201-300m,ãä 201 Åáì 300 ãÊÑ,,,,,,
distance_drinkingwater,between_301_400m,4. 301-400m,4. 301-400m,ãä 301 Åáì 400 ãÊÑ,,,,,,
distance_drinkingwater,between_401_500m,5. 401-500m,5. 401-500m,ãä 401 Åáì 500 ãÊÑ,,,,,,
distance_drinkingwater,more_500m,6. 500m or more,6. 500m ou plus,500 ãÊÑ Ãæ ÃßËÑ,,,,,,
water_quality,water_fine_todrink,1. Water is fine to drink ,1. L'eau est bonne à boire ,ÇáãíÇå ÕÇáÍÉ ááÔÑÈ,,,,,,
water_quality,water_taste_notgood,2. Taste is not good ,2. Le goût n'est pas bon ,ÇáØÚã áíÓ ÌíÏÇ,,,,,,
water_quality,water_smell_notgood,3. Smell is not good ,3. L'odeur n'est pas bonne ,ÇáÑÇÆÍÉ áíÓÊ ÌíÏÉ,,,,,,
water_quality,water_discloured,4. Water is discoloured,4. L'eau est décolorée,áæä ÇáãÇÁ ãÊÛíÑ,,,,,,
water_quality,water_causes_health_issues,5. Water causes health issues (like diarrhea),5. L'eau cause des problèmes de santé (comme la diarrhée),ÇáãÇÁ íÓÈÈ ãÔÇßá ÕÍíÉ (ãËá ÇáÅÓåÇá),,,,,,
water_quality,other,Other (please specify),6. Autres (Je vous prie de spécifier),ÛíÑ Ğáß (íÑÌì ÇáÊÍÏíÏ),,,,,,
water_quality,dk,Don't know,7. Je ne sais pas,áÇ ÃÚÑİ,,,,,,
water_quality,dwta,Prefer not to answer,8. Je préfère ne pas répondre,ÃİÖá ÚÏã ÇáÅÌÇÈÉ,,,,,,
water_treatment,no_treatment_used,1. No treatment methods used,1. Aucune méthode de traitement utilisée,áÇ ÊæÌÏ ØÑŞ ãÚÇáÌÉ ãÓÊÎÏãÉ,,,,,,
water_treatment,boiling,2. Boiling,2. Bouillir,ÇáÛáíÇä,,,,,,
water_treatment,disinfection,"3. Disinfection (tablets, iodine, etc.)","3. Désinfection (comprimés, iode, etc.)","ÇáÊØåíÑ (ÃŞÑÇÕ¡ ÇáíæÏ¡ ÅáÎ)",,,,,,
water_treatment,water_filters,4. Water filters,4. Filtres à eau,ãÑÔÍÇÊ ÇáãíÇå (ÇáİáÇÊÑ),,,,,,
water_treatment,other,Other (please specify),5. Autres (Veuillez spécifier si'il vous plait),ÛíÑ Ğáß (íÑÌì ÇáÊÍÏíÏ),,,,,,
water_treatment,dk,Don't know,6. Je ne sais pas,áÇ ÃÚÑİ,,,,,,
water_treatment,dwta,Prefer not to answer,7. Je préfère ne pas répondre,ÃİÖá ÚÏã ÇáÅÌÇÈÉ,,,,,,
access_public_water_network,every_day,1. Every day (7 days),1. Tous les jours (7 jours),ßá íæã (7 ÃíÇã),,,,,,
access_public_water_network,most_days,2. Most days (4-6 days),2. La plupart des jours (4-6 jours),ãÚÙã ÇáÃíÇã (4-6 ÃíÇã),,,,,,
access_public_water_network,rarely,3. Rarely (1-3 days),3. Rarement (1-3 jours),äÇÏÑğÇ (1-3 ÃíÇã),,,,,,
access_public_water_network,not_at_all,4. Not at all (0 days),4. Pas du tout (0 jours),áÇ Úáì ÇáÅØáÇŞ (0 íæãğÇ),,,,,,
access_public_water_network,dk,Don't know,5. Je ne sais pas,áÇ ÃÚÑİ,,,,,,
access_public_water_network,dwta,Prefer not to answer,6. Je préfère ne pas répondre,ÃİÖá ÚÏã ÇáÅÌÇÈÉ,,,,,,
toilet_type,flush_toilet,1. Flush toilet (Arabic or Western),1. Toilettes à chasse d'eau (arabe ou occidentale),ãÑÍÇÖ ÏÇİŞ (ÚÑÈí Ãæ ÛÑÈí),,,,,,
toilet_type,pour_toilet,2. Pour toilet (Arabic or Western),2. Pour toilettes (arabe ou occidentale),ÇáãÑÍÇÖ ÇáĞí íÕÈ İíå ÇáãÇÁ áÊäÙíİå (ÚÑÈí Ãæ ÛÑÈí),,,,,,
toilet_type,dry_pit_latrine,3. Dry pit latrine (without water),3. Latrines sèches de puits (sans eau),ãÑÍÇÖ ÇáÍİÑÉ ÇáÌÇİÉ (ÈÏæä ãÇÁ),,,,,,
toilet_type,no_toilet,4. No toilet inside shelter or within easy reach,4. Pas de toilettes à l'intérieur d'un abri ou à portée de main,áÇ ãÑÍÇÖ ÏÇÎá ÇáãÃæì Ãæ íÓåá ÇáæÕæá Åáíå,,,,,,
toilet_type,other,Other (please specify),5. Autres (veuillez spécifier s'il vous plait),ÛíÑ Ğáß (íÑÌì ÇáÊÍÏíÏ),,,,,,
toilet_type,dk,Don't know,6. Je ne sais pas,áÇ ÃÚÑİ,,,,,,
toilet_type,dwta,Prefer not to answer,7. Je préfère ne pas répondre,ÃİÖá ÚÏã ÇáÅÌÇÈÉ,,,,,,
trash_disposal,collected_municipality_waste_management_service,"1. Collected by the municipality, waste management service (private or public), or other authority ","1. Recueilli par la municipalité, le service de gestion des déchets (privé ou public), ou toute autre autorité ",íÊã ÌãÚåÇ ãä ŞÈá ÇáÈáÏíÉ Ãæ ÎÏãÉ ÅÏÇÑÉ ÇáäİÇíÇÊ (ÎÇÕÉ Ãæ ÚÇãÉ) Ãæ Ãí ÓáØÉ ÃÎÑì,,,,,,
trash_disposal,designated_place_waste_disposal,"2. Put in a public place designated for waste disposal, to be collected later","2. Mettre dans un lieu public désigné pour l'élimination des déchets, à collecter ultérieurement","æÖÚåÇ İí ãßÇä ÚÇã ãÎÕÕ ááÊÎáÕ ãä ÇáäİÇíÇÊ¡ áíÊã ÌãÚåÇ İí æŞÊ áÇÍŞ",,,,,,
trash_disposal,notdesignated_place_waste_disposal,3. Left in the road or in a public place not designated for waste disposal,3. Laissé sur la route ou dans un lieu public non désigné pour l'élimination des déchets,Úáì ŞÇÑÚÉ ÇáØÑíŞ Ãæ İí ãßÇä ÚÇã ÛíÑ ãÎÕÕ ááÊÎáÕ ãä ÇáäİÇíÇÊ,,,,,,
trash_disposal,buried_burned,4. Buried or burned,4. Enterré ou brûlé,ÊÏİä Ãæ ÊÍÑŞ,,,,,,
trash_disposal,other,Other (please specify),5. Autres (veuillez spécifier s'il vous plait),ÛíÑ Ğáß (íÑÌì ÇáÊÍÏíÏ),,,,,,
trash_disposal,dk,Don't know,6. Je ne sais pas,áÇ ÃÚÑİ,,,,,,
trash_disposal,dwta,Prefer not to answer,7. Je préfère ne pas répondre,ÃİÖá ÚÏã ÇáÅÌÇÈÉ,,,,,,
trash_collection_frequency,more_than_once_week,1. More than once per week,1. Plus d'une fois par semaine,ÃßËÑ ãä ãÑÉ İí ÇáÃÓÈæÚ,,,,,,
trash_collection_frequency,once_week,2. Once per week,2. Une fois par semaine,ãÑÉ æÇÍÏÉ İí ÇáÃÓÈæÚ,,,,,,
trash_collection_frequency,once_two_weeks,3. Once every two weeks,3. Une fois toutes les deux semaines,ãÑÉ æÇÍÏÉ ßá ÃÓÈæÚíä,,,,,,
trash_collection_frequency,once_month,4. Once per month,4. Une fois par mois,ãÑÉ æÇÍÏÉ İí ÇáÔåÑ,,,,,,
trash_collection_frequency,less_frequantly_once_month,5. Less frequently than once per month,5. Moins fréquemment qu'une fois par mois,ÃŞá ÊæÇÊÑÇ ãä ãÑÉ æÇÍÏÉ İí ÇáÔåÑ,,,,,,
trash_collection_frequency,other,Other (please specify),6. Autres (veuillez spécifier s'il vous plait),ÛíÑ Ğáß (íÑÌì ÇáÊÍÏíÏ),,,,,,
trash_collection_frequency,dk,Don't know,7. Je ne sais pas,áÇ ÃÚÑİ,,,,,,
trash_collection_frequency,dwta,Prefer not to answer,8. je préfère ne pas répondre,ÃİÖá ÚÏã ÇáÅÌÇÈÉ,,,,,,
access_essential_hygiene_items,hygiene_items_available,1. There are no hygiene products that we require but are unable to purchase,1. Il n'y a pas de produits d'hygiène dont nous avons besoin mais qui ne sont pas disponible en achat,áÇ ÊæÌÏ ãäÊÌÇÊ äÙÇİÉ äÍÊÇÌåÇ æáÓäÇ ŞÇÏÑíä Úáì ÔÑÇÆåÇ,,,,,,
access_essential_hygiene_items,liquid_bar_soap,2. Soap (liquid and bar)                                    ,2. Savon (liquide et bar)                                    ,ÇáÕÇÈæä (ÇáÓÇÆá æŞØÚÉ),,,,,,
access_essential_hygiene_items,disinfectant_surface_cleaner,"3. Disinfectant - surface cleaner (powder, liquid detergent)","3. Désinfectant - nettoyant de surface (poudre, détergent liquide)","ãØåÑ - ãäÙİ ÇáÃÑÖíÇÊ (ãÓÍæŞ¡ ÇáãäÙİÇÊ ÇáÓÇÆáÉ)",,,,,,
access_essential_hygiene_items,toothpaste,4. Toothpaste ,4. Dentifrice ,ãÚÌæä ÇáÃÓäÇä,,,,,,
access_essential_hygiene_items,clean_toothbrushes,5. Clean toothbrushes     ,5. Brosses à dents propres     , İÑÔ ÇáÃÓäÇä,,,,,,
access_essential_hygiene_items,sanitary_pads,6. Sanitary pads,6. Coussins hygiéniques,ÇáİæØ ÇáÕÍíå,,,,,,
access_essential_hygiene_items,baby_diapers,7. Baby diapers                                               ,7. Couches pour bébés                                               ,ÍİÇÖÇÊ ÇáÃØİÇá,,,,,,
access_essential_hygiene_items,water_container,8. Water container (or Jerry can) ,8. Récipient d'eau,"ÍÇæíÉ ÇáãíÇå, ÌÇáæä (ÈíÏæä)",,,,,,
access_essential_hygiene_items,shampoo,9. Shampoo                                                     ,9. Shampooing                                                     ,ÔÇãÈæ,,,,,,
access_essential_hygiene_items,dishwashing_iquid,10. Dishwashing liquid ,10. Liquide vaisselle , ÓÇÆá ÛÓíá ÇáÕÍæä,,,,,,
access_essential_hygiene_items,other,Other (please specify),11. Autres (veuillez specifier s'il vous plait),ÛíÑ Ğáß (íÑÌì ÇáÊÍÏíÏ),,,,,,
access_essential_hygiene_items,dk,Don't know,12. Je ne sais pas,áÇ ÃÚÑİ,,,,,,
access_essential_hygiene_items,dwta,Prefer not to answer,13. Je préfère ne pas répondre,ÃİÖá ÚÏã ÇáÅÌÇÈÉ,,,,,,
noaccess_essential_hygiene_items_reasons,hygiene_items_too_expensive,1. Too expensive,1. Trop cher,ãßáİÉ ááÛÇíÉ,,,,,,
noaccess_essential_hygiene_items_reasons,hygiene_items_not_available_in_the_market,2. Not available in the market ,2. Non disponible sur le marché ,ÛíÑ ãÊæİÑÉ İí ÇáÓæŞ,,,,,,
noaccess_essential_hygiene_items_reasons,cannot_reach_market,3. Can't reach the market ,3. Impossible d'accéder le marché ,áÇ íãßä ÇáæÕæá Åáì ÇáÓæŞ,,,,,,
noaccess_essential_hygiene_items_reasons,quality_not_good,4. Quality not good,4. Qualité pas bonne,ÇáÌæÏÉ áíÓÊ ÌíÏÉ,,,,,,
noaccess_essential_hygiene_items_reasons,other,Other (please specify),5. Autres (Veuillez spécifier s'il vous plait),ÛíÑ Ğáß (íÑÌì ÇáÊÍÏíÏ),,,,,,
noaccess_essential_hygiene_items_reasons,dk,Don't know,6. Je ne sais pas,áÇ ÃÚÑİ,,,,,,
noaccess_essential_hygiene_items_reasons,dwta,Prefer not to answer,7. Je préfère ne pas répondre,ÃİÖá ÚÏã ÇáÅÌÇÈÉ,,,,,,
access_healthcare_challenges_reasons,healthfacilities_destroyed,1. Health facilities have been damaged or destroyed,1. Des établissements de santé ont été endommagés ou détruits,ÇáãÑÇİŞ ÇáÕÍíÉ ŞÏ ÊÖÑÑÊ Ãæ ÏãÑÊ,,,,,,
access_healthcare_challenges_reasons,distance_healthfacilities_toofar,2. Distance to health facilities is too far,2. La distance entre les établissements de santé est trop éloignée,ÇáãÓÇİÉ Åáì ÇáãÑÇİŞ ÇáÕÍíÉ ÈÚíÏÉ ÌÏğÇ,,,,,,
access_healthcare_challenges_reasons,route_healthfacilities_isunsafe,3. Route to health facilities is unsafe ,3. La route vers les établissements de santé n'est pas sécuritaire ,ÇáØÑíŞ Åáì ÇáãÑÇİŞ ÇáÕÍíÉ ÛíÑ Âãä,,,,,,
access_healthcare_challenges_reasons,presence_explosive_hazard_healthfacilities,4. Presence of explosive hazards,4. Présence de risques explosifs,æÌæÏ ãÎÇØÑ ÇáãÊİÌÑÇÊ,,,,,,
access_healthcare_challenges_reasons,no_available_healthfacilities,5. No available health facilities that can accept new patients,5. Aucun établissement de santé disponible qui peut accepter de nouveaux patients,áÇ ÊæÌÏ ãÑÇİŞ ÕÍíÉ ãÊÇÍÉ íãßäåÇ ŞÈæá ãÑÖì ÌÏÏ,,,,,,
access_healthcare_challenges_reasons,no_lack_money_topay_care,6. No/lack of money to pay for care,6. Pas ou manque d'argent pour payer les soins,İŞÏÇä / äŞÕ İí ÇáãÇá áÏİÚ Ëãä ÇáÑÚÇíÉ,,,,,,
access_healthcare_challenges_reasons,lack_transportations_to_healthfacilities,7. Lack of means of transport to get to the healthcare facilities,7. Manque de moyens de transport pour se rendre aux établissements de santé,äŞÕ İí æÓÇÆá ÇáäŞá ááæÕæá Åáì ãÑÇİŞ ÇáÑÚÇíÉ ÇáÕÍíÉ,,,,,,
access_healthcare_challenges_reasons,lack_medical_staff,8. Lack of medical staff in general,8. Manque de personnel médical en général,äŞÕ İí ÇáØÇŞã ÇáØÈí ÈÔßá ÚÇã,,,,,,
access_healthcare_challenges_reasons,lack_female_medical_staff,9. Lack of female medical staff in particular,9. Manque de personnel médical féminin en particulier,äŞÕ İí ÇáØÇŞã ÇáØÈí ÇáäÓÇÆí Úáì æÌå ÇáÎÕæÕ,,,,,,
access_healthcare_challenges_reasons,lack_private_rooms,10. Lack of private room(s) for receiving confidential care,10. Manque de chambre privée pour recevoir des soins confidentiels, ÚÏã æÌæÏ ÛÑİÉ (ÛÑİ) ÎÇÕÉ áÊáŞí ÇáÑÚÇíÉ ÈØÑíŞÉ ÓÑíÉ,,,,,,
access_healthcare_challenges_reasons,lack_medicines,11. Lack of medicines,11. Manque de médicaments, äŞÕ İí ÇáÃÏæíÉ,,,,,,
access_healthcare_challenges_reasons,lack_medical_supplies,12. Lack of medical supplies,12. Manque de fournitures médicales, äŞÕ İí ÇáÅãÏÇÏÇÊ ÇáØÈíÉ,,,,,,
access_healthcare_challenges_reasons,lack_documentation_health,13. Lack of documentation,13. Manque de documentation, äŞÕ İí ÇáæËÇÆŞ,,,,,,
access_healthcare_challenges_reasons,price_barriers_access_medical_aid,14. Price barriers to access medical aid,14.Contrainte budgétaire à l'accès à l'aide médicale, ÚæÇÆŞ ãÇáíÉ ááÍÕæá Úáì ÇáãÓÇÚÏÇÊ ÇáØÈíÉ ,,,,,,
access_healthcare_challenges_reasons,linguistic_barriers,15. Linguistic barriers,15. Barrières linguistiques, ÇáÍæÇÌÒ ÇááÛæíÉ ,,,,,,
access_healthcare_challenges_reasons,unavailable_healthcare_accept_migrants,16. No available health facilities that accept refugees/migrants,16. Aucun établissement de santé disponible qui accepte les réfugiés/migrants, áÇ ÊæÌÏ ÇáãÑÇİŞ ÇáÕÍíÉ ÇáãÊÇÍÉ ÇáÊí ÊŞÈá ÇááÇÌÆíä / ÇáãåÇÌÑíä,,,,,,
access_healthcare_challenges_reasons,didnot_know_where_togo,17. Did not know where to go,17. Je ne savais pas où aller, áÇ ÃÚÑİ Åáì Ãíä ÃĞåÈ,,,,,,
access_healthcare_challenges_reasons,female_denial_permission,"18. For females, denial of permission from family members to visit health facility","18. Pour les femmes, refus de la permission des membres de la famille de se rendre dans un établissement de santé"," ÈÇáäÓÈÉ ááÅäÇË¡ ÍÑãÇä ÃİÑÇÏ ÇáÃÓÑÉ ãä ÇáÊÕÑíÍ áÒíÇÑÉ ÇáãÑİŞ ÇáÕÍí",,,,,,
access_healthcare_challenges_reasons,female_absence_male,"19. For females, absence of male companion to accompany during visit to health facility","19. Pour les femmes, l'absence d'accompagnateur masculin à accompagner lors de la visite à l'établissement de santé","  ÈÇáäÓÈÉ ááÅäÇË¡ ÛíÇÈ ãÑÇİŞ ĞßÑ ÃËäÇÁ ÒíÇÑÉ ÇáãÑİŞ ÇáÕÍí",,,,,,
access_healthcare_challenges_reasons,afraid_become_known_migrant,20. Afraid to become known as a migrant,20. Peur de se faire connaître en tant que migrant, ÃÎÇİ Ãä íÚÑİæÇ Çääí ãåÇÌÑ,,,,,,
access_healthcare_challenges_reasons,other,Other (please specify),21. Autres (s'il vous plaît de spécifier), ÛíÑ Ğáß (íÑÌì ÇáÊÍÏíÏ),,,,,,
access_healthcare_challenges_reasons,dk,Don't know,22. Je ne sais pas , áÇ ÃÚÑİ,,,,,,
access_healthcare_challenges_reasons,dwta,Prefer not to answer,23. Je préfère ne pas répondre, ÃİÖá ÚÏã ÇáÇÌÇÈÉ,,,,,,
nomoney_healthcare_coping,informal_medication_alternatives,"1. Revert to non-medical alternatives  (e.g., traditional medicine, home treatments)","1. Revenir à des solutions de rechange non médicales (p. ex., médecine traditionnelle, traitements à domicile)",ÇáÑÌæÚ Åáì ÇáÈÏÇÆá ÇáØÈíÉ ÛíÑ ÇáÑÓãíÉ (ãËá ÇáØÈ ÇáÊŞáíÏí æÇáÚáÇÌÇÊ ÇáãäÒáíÉ),,,,,,
nomoney_healthcare_coping,prioritize_emergency,2. Prioritize emergency cases,2. Prioriser les cas d'urgence,ÅÚØÇÁ ÇáÃæáæíÉ áÍÇáÇÊ ÇáØæÇÑÆ İí ÇáÃÓÑÉ áÊáŞí ÇáÑÚÇíÉ,,,,,,
nomoney_healthcare_coping,treatment_from_nonprofessional,3. Get medical treatment from individuals without professional training,3. Obtenir un traitement médical de personnes sans formation professionnelle,ÇáÍÕæá Úáì ÇáÚáÇÌ ÇáØÈí ãä ÇáÃİÑÇÏ Ïæä ÇáÊÏÑíÈ Çáãåäí,,,,,,
nomoney_healthcare_coping,use_expired_medecine,"4. Use expired medicine or recycle medical items (e.g., syringes","4. Utiliser des médicaments périmés ou recycler des articles médicaux (p. ex., des seringues","ÇÓÊÎÏÇã ÇáÃÏæíÉ ãäÊåíÉ ÇáÕáÇÍíÉ Ãæ ÅÚÇÏÉ ÅÓÊÎÏÇã ÇááæÇÒã ÇáØÈíÉ (Úáì ÓÈíá ÇáãËÇá¡ ÇáÍŞä)",,,,,,
